counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure
10192;2024-11-01T15:49:41;3;3;3;3;24;24;24;24;0.56;28.7;47;87870
10193;2024-11-01T15:50:43;3;3;3;3;24;24;24;24;0.55;28.62;49;87867
10194;2024-11-01T15:51:44;2;2;2;2;20;20;20;20;0.54;28.33;48;87868
10195;2024-11-01T15:52:45;2;2;2;2;18;18;18;18;0.55;28.17;49;87861
10196;2024-11-01T15:53:47;3;3;3;3;25;25;25;25;0.55;28.63;49;87863
10197;2024-11-01T15:54:48;3;3;3;3;26;26;26;26;0.53;28.56;47;87864
10198;2024-11-01T15:55:50;4;4;4;4;31;31;31;31;0.54;29.29;49;87868
10199;2024-11-01T15:56:51;4;4;4;4;35;35;35;35;0.53;29.06;48;87860
10200;2024-11-01T15:57:53;2;2;2;2;19;19;19;19;0.52;29.0;49;87868
10201;2024-11-01T15:58:54;3;3;3;3;22;22;22;22;0.51;28.93;48;87870
10202;2024-11-01T15:59:56;4;4;4;4;35;35;35;35;0.52;28.96;49;87873
10203;2024-11-01T16:00:57;3;3;3;3;23;23;23;23;0.51;28.44;51;87867
10204;2024-11-01T16:01:59;2;2;2;2;21;21;21;21;0.5;28.78;48;87868
10205;2024-11-01T16:03:00;2;2;2;2;18;18;18;18;0.5;28.47;47;87862
10206;2024-11-01T16:04:02;2;2;2;2;20;20;20;20;0.51;28.43;49;87868
10207;2024-11-01T16:05:03;2;2;2;2;16;16;16;16;0.51;28.06;50;87861
10208;2024-11-01T16:06:05;2;2;2;2;18;18;18;18;0.52;28.54;50;87864
10209;2024-11-01T16:07:06;2;2;2;2;19;20;20;20;0.52;28.66;47;87867
10210;2024-11-01T16:08:08;2;2;2;2;15;15;15;15;0.52;28.48;47;87877
10211;2024-11-01T16:09:09;2;2;2;2;15;15;15;15;0.52;28.6;46;87870
10212;2024-11-01T16:10:11;2;2;2;2;21;21;21;21;0.52;28.67;47;87871
10213;2024-11-01T16:11:12;2;2;2;2;17;17;17;17;0.54;28.29;47;87871
10214;2024-11-01T16:12:14;2;2;2;2;16;16;16;16;0.53;28.18;47;87874
10215;2024-11-01T16:13:15;2;2;2;2;18;18;18;18;0.53;28.29;46;87870
10216;2024-11-01T16:14:17;2;2;2;2;16;16;16;16;0.53;28.09;48;87879
10217;2024-11-01T16:15:18;4;4;4;4;30;30;30;30;0.55;28.05;48;87880
10218;2024-11-01T16:16:19;2;2;2;2;19;19;19;19;0.56;27.92;48;87882
10219;2024-11-01T16:17:21;2;2;2;2;18;19;19;19;0.56;27.98;49;87885
10220;2024-11-01T16:18:22;2;2;2;2;16;16;16;16;0.55;27.93;48;87872
10221;2024-11-01T16:19:24;3;3;3;3;25;25;25;25;0.54;28.12;49;87879
10222;2024-11-01T16:20:25;2;2;2;2;20;20;20;20;0.55;28.02;47;87885
10223;2024-11-01T16:21:27;2;2;2;2;20;20;20;20;0.55;27.96;47;87870
10224;2024-11-01T16:22:28;3;3;3;3;26;26;26;26;0.55;28.02;49;87879
10225;2024-11-01T16:23:30;3;3;3;3;27;28;28;28;0.53;27.96;50;87879
10226;2024-11-01T16:24:31;3;3;3;3;27;27;27;27;0.56;28.01;51;87881
10227;2024-11-01T16:25:33;3;3;3;3;25;25;25;25;0.55;27.68;51;87876
10228;2024-11-01T16:26:34;3;3;3;3;25;25;25;25;0.52;27.56;49;87886
10229;2024-11-01T16:27:36;2;2;2;2;18;18;18;18;0.5;27.7;50;87886
10230;2024-11-01T16:28:37;2;2;2;2;21;21;21;21;0.52;27.89;48;87883
10231;2024-11-01T16:29:39;4;4;4;4;35;35;35;35;0.53;27.9;49;87879
10232;2024-11-01T16:30:40;2;2;2;2;16;16;16;16;0.52;28.16;50;87877
10233;2024-11-01T16:31:42;2;2;2;2;16;16;16;16;0.5;27.97;49;87874
10234;2024-11-01T16:32:43;2;2;2;2;21;21;21;21;0.5;27.94;50;87873
10235;2024-11-01T16:33:45;2;2;2;2;20;20;20;20;0.49;28.2;51;87876
10236;2024-11-01T16:34:46;3;3;3;3;22;22;22;22;0.48;27.99;50;87875
10237;2024-11-01T16:35:48;3;3;3;3;22;23;23;23;0.49;27.74;52;87881
10238;2024-11-01T16:36:49;3;3;3;3;24;24;24;24;0.5;27.66;51;87868
10239;2024-11-01T16:37:51;2;2;2;2;20;20;20;20;0.51;27.71;53;87879
10240;2024-11-01T16:38:52;2;2;2;2;19;19;19;19;0.51;27.87;54;87870
10241;2024-11-01T16:39:54;2;2;2;2;18;18;18;18;0.52;27.55;52;87881
10242;2024-11-01T16:40:55;2;2;2;2;20;20;20;20;0.52;27.67;53;87872
10243;2024-11-01T16:41:56;2;2;2;2;21;21;21;21;0.52;27.45;53;87876
10244;2024-11-01T16:42:58;2;2;2;2;20;20;20;20;0.53;27.58;53;87886
10245;2024-11-01T16:43:59;2;2;2;2;19;19;19;19;0.53;27.36;52;87877
10246;2024-11-01T16:45:01;2;3;3;3;21;21;21;21;0.54;27.47;54;87879
10247;2024-11-01T16:46:02;2;3;3;3;21;21;21;21;0.53;27.52;54;87881
10248;2024-11-01T16:47:04;2;2;2;2;21;21;21;21;0.53;27.67;56;87886
10249;2024-11-01T16:48:05;2;2;2;2;20;20;20;20;0.53;27.53;54;87876
10250;2024-11-01T16:49:07;3;3;3;3;23;23;23;23;0.53;27.53;55;87876
10251;2024-11-01T16:50:08;5;5;5;5;42;42;42;42;0.51;27.39;56;87886
10252;2024-11-01T16:51:10;3;3;3;3;28;28;28;28;0.53;27.34;56;87882
10253;2024-11-01T16:52:11;2;2;2;2;21;21;21;21;0.52;27.29;57;87884
10254;2024-11-01T16:53:13;3;3;3;3;23;23;23;23;0.52;27.39;57;87878
10255;2024-11-01T16:54:14;2;2;2;2;16;17;17;17;0.52;27.07;57;87878
10256;2024-11-01T16:55:16;3;3;3;3;22;22;22;22;0.52;27.05;57;87886
10257;2024-11-01T16:56:17;7;8;8;8;63;63;63;63;0.52;26.98;58;87881
10258;2024-11-01T16:57:19;3;3;3;3;26;26;26;26;0.52;26.99;59;87885
10259;2024-11-01T16:58:20;3;3;3;3;28;28;28;28;0.52;26.89;57;87882
10260;2024-11-01T16:59:22;3;4;4;4;30;30;30;30;0.51;26.71;59;87887
10261;2024-11-01T17:00:23;3;3;3;3;29;29;29;29;0.52;26.65;59;87887
10262;2024-11-01T17:01:25;2;2;2;2;17;17;17;17;0.53;26.75;59;87877
10263;2024-11-01T17:02:26;3;3;3;3;25;25;25;25;0.53;26.57;59;87879
10264;2024-11-01T17:03:28;3;3;3;3;27;27;27;27;0.56;26.65;59;87879
10265;2024-11-01T17:04:29;3;3;3;3;23;23;23;23;0.56;26.4;58;87879
10266;2024-11-01T17:05:30;3;3;3;3;24;24;24;24;0.54;26.45;60;87878
10267;2024-11-01T17:06:32;2;2;2;2;21;21;21;21;0.56;26.53;60;87881
10268;2024-11-01T17:07:33;3;3;3;3;25;25;25;25;0.56;26.46;59;87885
10269;2024-11-01T17:08:35;3;3;3;3;25;25;25;25;0.57;26.52;60;87882
10270;2024-11-01T17:09:36;3;3;3;3;26;26;26;26;0.55;26.39;60;87883
10271;2024-11-01T17:10:38;3;3;3;3;29;29;29;29;0.53;26.28;61;87885
10272;2024-11-01T17:11:39;3;3;3;3;25;25;25;25;0.53;26.64;60;87891
10273;2024-11-01T17:12:41;3;3;3;3;24;24;24;24;0.54;26.89;59;87885
10274;2024-11-01T17:13:42;3;4;4;4;29;29;29;29;0.53;27.02;59;87892
10275;2024-11-01T17:14:44;3;3;3;3;24;24;24;24;0.53;27.19;59;87895
10276;2024-11-01T17:15:45;3;3;3;3;26;26;26;26;0.53;27.31;58;87900
10277;2024-11-01T17:16:47;3;3;3;3;23;23;23;23;0.53;27.53;59;87892
10278;2024-11-01T17:17:48;3;3;3;3;26;26;26;26;0.53;27.55;58;87901
10279;2024-11-01T17:18:50;3;3;3;3;25;25;25;25;0.54;27.61;58;87899
10280;2024-11-01T17:19:51;6;6;7;7;49;50;50;50;0.59;27.66;59;87897
10281;2024-11-01T17:20:53;4;5;6;6;34;35;35;35;0.62;27.73;58;87899
10282;2024-11-01T17:21:54;3;3;4;4;24;25;25;25;0.58;27.73;57;87899
10283;2024-11-01T17:22:56;3;4;4;4;28;29;29;29;0.59;27.77;58;87898
10284;2024-11-01T17:23:57;3;4;4;4;29;30;30;30;0.58;27.79;58;87901
10285;2024-11-01T17:24:59;4;4;4;4;31;32;32;32;0.55;27.55;58;87903
10286;2024-11-01T17:26:00;3;4;4;4;29;29;29;29;0.56;27.72;57;87906
10287;2024-11-01T17:27:02;5;5;5;5;41;41;41;41;0.56;27.63;57;87912
10288;2024-11-01T17:28:03;4;4;4;4;34;35;35;35;0.55;27.73;58;87912
10289;2024-11-01T17:29:04;6;6;7;7;53;54;54;54;0.56;27.67;57;87907
10290;2024-11-01T17:30:06;7;7;7;7;60;60;60;60;0.55;27.69;57;87912
10291;2024-11-01T17:31:07;6;6;6;6;54;54;54;54;0.55;27.82;57;87912
10292;2024-11-01T17:32:09;6;6;6;6;51;51;51;51;0.55;27.91;57;87912
10293;2024-11-01T17:33:10;7;7;7;7;56;57;57;57;0.54;27.88;57;87911
10294;2024-11-01T17:34:12;8;8;8;8;67;67;67;67;0.53;27.77;57;87910
10295;2024-11-01T17:35:13;8;8;8;8;70;70;70;70;0.51;27.92;56;87914
10296;2024-11-01T17:36:15;8;8;8;8;69;70;70;70;0.51;27.97;56;87910
10297;2024-11-01T17:37:16;8;8;8;8;68;68;68;68;0.55;27.99;56;87910
10298;2024-11-01T17:38:18;7;7;7;7;62;62;62;62;0.53;28.04;56;87909
10299;2024-11-01T17:39:19;7;8;8;8;64;64;64;64;0.53;27.97;56;87911
10300;2024-11-01T17:40:21;7;7;7;7;62;62;62;62;0.55;27.75;57;87912
10301;2024-11-01T17:41:22;7;7;7;7;62;62;62;62;0.55;27.57;57;87915
10302;2024-11-01T17:42:24;8;8;8;8;67;67;67;67;0.57;27.63;58;87910
10303;2024-11-01T17:43:25;8;8;8;8;67;67;67;67;0.55;27.59;58;87907
10304;2024-11-01T17:44:27;8;8;8;8;65;65;65;65;0.55;27.47;59;87920
10305;2024-11-01T17:45:28;9;9;9;9;76;76;76;76;0.53;27.47;59;87917
10306;2024-11-01T17:46:30;10;10;10;10;83;83;83;83;0.52;27.42;59;87921
10307;2024-11-01T17:47:31;11;11;11;11;92;92;92;92;0.54;27.41;59;87919
10308;2024-11-01T17:48:33;11;11;11;11;95;95;95;95;0.55;27.44;60;87916
10309;2024-11-01T17:49:34;13;13;13;13;107;108;108;108;0.57;27.22;61;87918
10310;2024-11-01T17:50:35;13;14;14;14;114;114;114;114;0.55;27.21;61;87922
10311;2024-11-01T17:51:37;14;14;14;14;121;121;121;121;0.55;27.33;60;87920
10312;2024-11-01T17:52:38;14;14;14;14;118;118;118;118;0.54;27.35;61;87924
10313;2024-11-01T17:53:40;13;13;13;13;109;109;109;109;0.54;27.28;60;87921
10314;2024-11-01T17:54:41;14;14;14;14;121;121;121;121;0.55;27.25;61;87924
10315;2024-11-01T17:55:43;14;14;14;14;117;117;117;117;0.54;27.21;61;87924
10316;2024-11-01T17:56:44;19;19;19;19;161;162;162;162;0.55;27.22;60;87926
10317;2024-11-01T17:57:46;14;15;15;15;123;123;123;123;0.57;27.14;62;87937
10318;2024-11-01T17:58:47;12;12;12;12;100;101;101;101;0.56;27.16;60;87933
10319;2024-11-01T17:59:49;11;11;11;11;94;95;95;95;0.52;27.21;60;87933
10320;2024-11-01T18:00:50;11;12;12;12;98;98;98;98;0.55;27.11;60;87932
10321;2024-11-01T18:01:52;9;10;10;10;81;81;81;81;0.54;27.16;60;87936
10322;2024-11-01T18:02:53;12;12;12;12;103;103;103;103;0.51;27.04;61;87939
10323;2024-11-01T18:03:55;24;25;25;25;205;205;205;205;0.44;27.03;61;87942
10324;2024-11-01T18:04:56;10;10;10;10;83;83;83;83;0.48;26.98;61;87947
10325;2024-11-01T18:05:58;9;9;9;9;78;79;79;79;0.52;27.0;61;87947
10326;2024-11-01T18:06:59;9;9;9;9;78;78;78;78;0.55;27.03;61;87956
10327;2024-11-01T18:08:01;8;8;8;8;67;68;68;68;0.56;27.09;61;87956
10328;2024-11-01T18:09:02;8;8;8;8;71;71;71;71;0.55;27.03;61;87954
10329;2024-11-01T18:10:04;8;8;8;8;66;66;66;66;0.52;26.91;60;87956
10330;2024-11-01T18:11:05;8;8;8;8;64;64;64;64;0.51;26.71;61;87956
10331;2024-11-01T18:12:07;8;8;8;8;66;66;66;66;0.5;26.65;62;87955
10332;2024-11-01T18:13:08;9;9;9;9;73;73;73;73;0.53;26.82;61;87957
10333;2024-11-01T18:14:10;8;8;8;8;67;67;67;67;0.55;26.92;60;87960
10334;2024-11-01T18:15:11;7;8;8;8;64;64;64;64;0.54;26.78;61;87958
10335;2024-11-01T18:16:13;8;8;8;8;67;67;67;67;0.54;26.83;62;87958
10336;2024-11-01T18:17:14;8;8;8;8;64;65;65;65;0.54;26.87;61;87961
10337;2024-11-01T18:18:16;8;8;8;8;64;64;64;64;0.55;26.82;61;87959
10338;2024-11-01T18:19:17;7;8;8;8;64;64;64;64;0.56;26.6;63;87964
10339;2024-11-01T18:20:18;8;8;8;8;66;66;66;66;0.55;26.62;62;87962
10340;2024-11-01T18:21:20;7;7;7;7;62;62;62;62;0.54;26.57;65;87961
10341;2024-11-01T18:22:21;7;7;7;7;59;59;59;59;0.52;26.55;64;87963
10342;2024-11-01T18:23:23;7;7;7;7;60;61;61;61;0.52;26.49;63;87965
10343;2024-11-01T18:24:24;7;7;7;7;59;59;59;59;0.53;26.55;63;87966
10344;2024-11-01T18:25:26;6;6;6;6;54;54;54;54;0.54;26.4;63;87967
10345;2024-11-01T18:26:27;7;7;7;7;56;56;56;56;0.53;26.52;62;87972
10346;2024-11-01T18:27:29;7;7;7;7;56;56;56;56;0.51;26.57;62;87974
10347;2024-11-01T18:28:30;17;18;18;18;148;149;149;149;0.51;26.45;62;87973
10348;2024-11-01T18:29:32;9;9;9;9;73;74;74;74;0.49;26.21;63;87978
10349;2024-11-01T18:30:33;7;7;7;7;56;57;57;57;0.5;26.18;63;87977
10350;2024-11-01T18:31:35;6;7;7;7;54;54;54;54;0.49;26.16;63;87974
10351;2024-11-01T18:32:36;6;6;6;6;54;54;54;54;0.5;26.26;63;87976
10352;2024-11-01T18:33:38;7;7;7;7;57;58;58;58;0.51;26.23;63;87984
10353;2024-11-01T18:34:39;7;7;7;7;62;62;62;62;0.53;26.29;62;87975
10354;2024-11-01T18:35:41;8;8;8;8;65;65;65;65;0.52;26.29;63;87968
10355;2024-11-01T18:36:42;7;7;7;7;57;57;57;57;0.52;26.3;62;87969
10356;2024-11-01T18:37:44;6;7;7;7;55;55;55;55;0.51;26.34;61;87970
10357;2024-11-01T18:38:45;7;7;7;7;56;56;56;56;0.51;26.18;64;87970
10358;2024-11-01T18:39:47;6;7;7;7;55;55;55;55;0.5;26.08;64;87970
10359;2024-11-01T18:40:48;6;6;6;6;52;52;52;52;0.49;26.01;64;87971
10360;2024-11-01T18:41:49;6;6;6;6;47;47;47;47;0.5;25.96;64;87972
10361;2024-11-01T18:42:51;5;5;5;5;44;44;44;44;0.52;25.91;64;87977
10362;2024-11-01T18:43:52;5;6;6;6;46;46;46;46;0.52;25.99;63;87977
10363;2024-11-01T18:44:54;5;5;5;5;43;43;43;43;0.52;26.06;63;87978
10364;2024-11-01T18:45:55;6;6;6;6;48;48;48;48;0.53;26.05;64;87980
10365;2024-11-01T18:46:57;5;5;5;5;45;45;45;45;0.52;26.11;63;87980
10366;2024-11-01T18:47:58;6;6;6;6;50;50;50;50;0.52;26.01;63;87983
10367;2024-11-01T18:49:00;6;6;6;6;47;47;47;47;0.52;25.92;63;87984
10368;2024-11-01T18:50:01;5;6;6;6;46;46;46;46;0.52;25.91;63;87988
10369;2024-11-01T18:51:03;5;5;5;5;44;44;44;44;0.52;25.8;63;87989
10370;2024-11-01T18:52:04;5;6;6;6;47;47;47;47;0.52;25.94;63;87987
10371;2024-11-01T18:53:06;6;6;6;6;51;51;51;51;0.53;25.83;63;87987
10372;2024-11-01T18:54:07;6;6;6;6;53;53;53;53;0.55;25.99;62;87988
10373;2024-11-01T18:55:09;6;6;6;6;51;51;51;51;0.56;25.96;62;87989
10374;2024-11-01T18:56:10;6;6;6;6;53;53;53;53;0.54;25.97;62;87990
10375;2024-11-01T18:57:12;6;7;7;7;54;55;55;55;0.54;26.06;61;87989
10376;2024-11-01T18:58:13;6;6;6;6;54;54;54;54;0.53;26.03;61;87993
10377;2024-11-01T18:59:15;6;6;6;6;50;50;50;50;0.54;26.02;61;87998
10378;2024-11-01T19:00:16;7;7;7;7;56;56;56;56;0.55;25.96;64;87997
10379;2024-11-01T19:01:18;6;7;7;7;55;55;55;55;0.55;25.94;64;87997
10380;2024-11-01T19:02:19;7;7;7;7;58;58;58;58;0.54;25.84;64;88003
10381;2024-11-01T19:03:20;6;7;7;7;55;55;55;55;0.53;25.81;64;88001
10382;2024-11-01T19:04:22;7;7;7;7;58;58;58;58;0.52;25.7;64;88003
10383;2024-11-01T19:05:23;6;6;6;6;49;49;49;49;0.53;25.56;64;88004
10384;2024-11-01T19:06:25;7;7;7;7;60;60;60;60;0.55;25.42;65;88001
10385;2024-11-01T19:07:26;7;7;7;7;58;59;59;59;0.55;25.31;64;88006
10386;2024-11-01T19:08:28;7;7;7;7;60;61;61;61;0.53;25.3;65;88006
10387;2024-11-01T19:09:29;7;7;7;7;59;60;60;60;0.55;25.12;66;88002
10388;2024-11-01T19:10:31;8;8;8;8;70;70;70;70;0.54;25.28;65;88008
10389;2024-11-01T19:11:32;7;7;7;7;61;61;61;61;0.55;25.38;66;88012
10390;2024-11-01T19:12:34;9;9;9;9;76;77;77;77;0.59;25.49;65;88011
10391;2024-11-01T19:13:35;10;10;10;10;81;82;82;82;0.58;25.51;64;88013
10392;2024-11-01T19:14:37;7;7;7;7;61;61;61;61;0.55;25.48;65;88010
10393;2024-11-01T19:15:38;6;6;6;6;49;49;49;49;0.55;25.54;65;88012
10394;2024-11-01T19:16:40;6;6;6;6;50;50;50;50;0.53;25.46;65;88023
10395;2024-11-01T19:17:41;6;6;6;6;52;52;52;52;0.51;25.49;64;88011
10396;2024-11-01T19:18:43;7;7;7;7;59;59;59;59;0.52;25.58;65;88020
10397;2024-11-01T19:19:44;8;8;8;8;65;65;65;65;0.52;25.64;64;88026
10398;2024-11-01T19:20:46;8;8;8;8;70;70;70;70;0.53;25.7;64;88021
10399;2024-11-01T19:21:47;7;8;8;8;63;63;63;63;0.51;25.67;64;88025
10400;2024-11-01T19:22:49;8;8;8;8;69;69;69;69;0.52;25.56;66;88020
10401;2024-11-01T19:23:50;8;9;9;9;72;72;72;72;0.53;25.56;67;88025
10402;2024-11-01T19:24:51;9;9;9;9;73;73;73;73;0.51;25.35;66;88027
10403;2024-11-01T19:25:53;8;9;9;9;71;71;71;71;0.52;25.41;65;88026
10404;2024-11-01T19:26:54;9;9;9;9;75;75;75;75;0.54;25.26;66;88033
10405;2024-11-01T19:27:56;8;8;8;8;70;70;70;70;0.54;24.43;70;88039
10406;2024-11-01T19:28:57;10;10;10;10;83;83;83;83;0.53;24.03;74;88039
10407;2024-11-01T19:29:59;10;10;10;10;84;84;84;84;0.56;24.27;72;88046
10408;2024-11-01T19:31:00;11;12;13;13;91;93;93;93;0.62;24.73;70;88037
10409;2024-11-01T19:32:02;11;12;14;14;88;90;90;90;0.62;24.81;71;88046
10410;2024-11-01T19:33:03;10;12;13;13;86;88;88;88;0.58;24.94;70;88048
10411;2024-11-01T19:34:05;10;10;11;11;81;82;82;82;0.57;25.03;70;88044
10412;2024-11-01T19:35:06;9;10;11;11;78;79;79;79;0.59;25.05;70;88047
10413;2024-11-01T19:36:08;10;10;10;11;81;82;82;82;0.58;25.08;69;88053
10414;2024-11-01T19:37:09;10;11;11;11;84;84;85;85;0.58;25.08;69;88056
10415;2024-11-01T19:38:11;10;11;11;11;88;89;89;89;0.56;25.12;69;88057
10416;2024-11-01T19:39:12;11;12;12;12;93;94;94;94;0.57;25.21;66;88061
10417;2024-11-01T19:40:14;12;12;12;12;99;99;99;99;0.55;25.22;68;88060
10418;2024-11-01T19:41:15;12;12;12;12;98;99;99;99;0.53;24.56;71;88074
10419;2024-11-01T19:42:17;13;14;14;14;115;115;115;115;0.52;24.82;69;88064
10420;2024-11-01T19:43:18;13;14;14;14;114;115;115;115;0.5;24.94;70;88069
10421;2024-11-01T19:44:20;14;14;14;14;117;117;117;117;0.52;24.94;69;88064
10422;2024-11-01T19:45:21;15;15;15;15;126;127;127;127;0.53;24.92;70;88061
10423;2024-11-01T19:46:22;18;18;18;18;152;152;152;152;0.52;24.83;71;88065
10424;2024-11-01T19:47:24;17;18;18;18;148;149;149;149;0.51;24.89;70;88068
10425;2024-11-01T19:48:25;14;14;14;14;120;121;121;121;0.51;24.94;70;88064
10426;2024-11-01T19:49:27;13;14;14;14;113;114;114;114;0.51;25.0;70;88067
10427;2024-11-01T19:50:28;13;13;13;13;112;112;112;112;0.5;25.07;69;88071
10428;2024-11-01T19:51:30;14;14;14;14;119;120;120;120;0.48;24.98;70;88080
10429;2024-11-01T19:52:31;16;16;16;16;137;137;137;137;0.53;24.9;70;88075
10430;2024-11-01T19:53:33;17;18;18;18;147;147;147;147;0.53;24.87;70;88087
10431;2024-11-01T19:54:34;18;18;18;18;154;154;154;154;0.53;24.97;69;88090
10432;2024-11-01T19:55:36;18;18;18;18;150;150;150;150;0.52;25.07;68;88088
10433;2024-11-01T19:56:37;17;18;18;18;149;149;149;149;0.52;25.21;66;88091
10434;2024-11-01T19:57:39;18;18;18;18;154;154;154;154;0.54;25.24;68;88095
10435;2024-11-01T19:58:40;19;20;20;20;164;165;165;165;0.51;25.34;66;88096
10436;2024-11-01T19:59:42;21;21;21;21;176;177;177;177;0.52;25.37;66;88097
10437;2024-11-01T20:00:43;21;22;22;22;183;183;183;183;0.53;25.37;68;88103
10438;2024-11-01T20:01:45;22;23;23;23;190;190;190;190;0.53;25.42;65;88110
10439;2024-11-01T20:02:46;21;22;22;22;181;182;182;182;0.53;25.47;66;88116
10440;2024-11-01T20:03:48;21;21;21;21;179;180;180;180;0.51;25.44;67;88115
10441;2024-11-01T20:04:49;20;20;20;20;168;168;168;168;0.52;25.11;69;88120
10442;2024-11-01T20:05:51;19;19;19;19;160;160;160;160;0.54;24.2;72;88125
10443;2024-11-01T20:06:52;21;21;21;21;178;178;178;178;0.53;24.05;72;88129
10444;2024-11-01T20:07:54;20;20;20;20;170;170;170;170;0.51;24.4;70;88135
10445;2024-11-01T20:08:55;21;22;22;22;182;182;182;182;0.52;24.56;72;88131
10446;2024-11-01T20:09:57;21;22;22;22;183;183;183;183;0.5;24.66;71;88136
10447;2024-11-01T20:10:58;22;23;23;23;189;190;190;190;0.52;24.7;70;88145
10448;2024-11-01T20:12:00;23;24;24;24;198;199;199;199;0.53;24.76;69;88136
10449;2024-11-01T20:13:01;24;24;24;24;203;204;204;204;0.51;24.75;69;88141
10450;2024-11-01T20:14:03;25;25;25;25;211;212;212;212;0.51;24.72;69;88149
10451;2024-11-01T20:15:04;28;29;29;29;239;239;239;239;0.52;24.64;69;88160
10452;2024-11-01T20:16:06;26;26;26;26;221;222;222;222;0.52;24.26;69;88158
10453;2024-11-01T20:17:07;20;20;20;20;167;167;167;167;0.5;23.84;71;88156
10454;2024-11-01T20:18:09;18;18;18;18;153;153;153;153;0.5;23.39;76;88169
10455;2024-11-01T20:19:10;16;16;16;16;136;136;136;136;0.51;23.37;77;88169
10456;2024-11-01T20:20:11;12;12;12;12;101;101;101;101;0.53;23.29;74;88172
10457;2024-11-01T20:21:13;7;7;7;7;56;56;56;56;0.52;23.25;72;88179
10458;2024-11-01T20:22:14;5;5;5;5;39;39;39;39;0.53;23.19;73;88185
10459;2024-11-01T20:23:16;4;4;4;4;37;37;37;37;0.51;23.11;73;88192
10460;2024-11-01T20:24:17;3;3;3;3;24;24;24;24;0.51;23.14;73;88194
10461;2024-11-01T20:25:19;4;4;4;4;33;33;33;33;0.49;23.15;74;88189
10462;2024-11-01T20:26:20;3;3;3;3;24;24;24;24;0.51;22.95;74;88194
10463;2024-11-01T20:27:22;3;3;3;3;21;21;21;21;0.51;22.8;76;88203
10464;2024-11-01T20:28:23;3;3;3;3;24;24;24;24;0.52;22.86;75;88201
10465;2024-11-01T20:29:25;3;3;3;3;26;26;26;26;0.53;22.97;77;88210
10466;2024-11-01T20:30:26;3;3;3;3;25;25;25;25;0.53;23.19;76;88225
10467;2024-11-01T20:31:28;3;3;3;3;24;24;24;24;0.53;22.6;78;88226
10468;2024-11-01T20:32:29;3;3;3;3;23;23;23;23;0.53;22.51;80;88226
10469;2024-11-01T20:33:31;3;3;3;3;26;26;26;26;0.52;22.49;82;88235
10470;2024-11-01T20:34:32;3;3;3;3;23;23;23;23;0.52;22.79;79;88234
10471;2024-11-01T20:35:34;3;3;3;3;24;24;24;24;0.52;22.47;80;88248
10472;2024-11-01T20:36:35;3;3;3;3;25;25;25;25;0.53;22.67;80;88249
10473;2024-11-01T20:37:36;3;3;3;3;23;23;23;23;0.54;22.71;80;88258
10474;2024-11-01T20:38:38;3;3;3;3;25;25;25;25;0.54;22.68;78;88262
10475;2024-11-01T20:39:39;3;3;3;3;25;25;25;25;0.55;23.03;78;88263
10476;2024-11-01T20:40:41;4;5;5;5;37;37;37;37;0.6;23.08;80;88264
10477;2024-11-01T20:41:42;5;5;6;6;38;39;39;39;0.63;22.88;80;88274
10478;2024-11-01T20:42:44;4;4;5;5;31;32;32;32;0.63;22.27;80;88277
10479;2024-11-01T20:43:45;3;3;4;4;25;26;26;26;0.61;22.13;80;88276
10480;2024-11-01T20:44:47;4;4;4;4;30;30;30;30;0.57;22.28;80;88281
10481;2024-11-01T20:45:48;4;4;4;4;31;31;31;31;0.58;22.15;81;88276
10482;2024-11-01T20:46:50;4;4;4;4;32;33;33;33;0.59;22.23;81;88282
10483;2024-11-01T20:47:51;3;4;4;4;28;28;28;28;0.59;21.88;82;88278
10484;2024-11-01T20:48:53;3;3;3;3;25;26;26;26;0.58;21.84;82;88276
10485;2024-11-01T20:49:54;3;3;4;4;28;28;28;28;0.59;22.21;81;88274
10486;2024-11-01T20:50:56;3;3;3;3;25;25;25;25;0.58;21.8;81;88276
10487;2024-11-01T20:51:57;3;3;3;3;27;27;27;27;0.57;21.65;81;88276
10488;2024-11-01T20:52:59;3;3;3;3;23;24;24;24;0.58;21.88;82;88282
10489;2024-11-01T20:54:00;3;3;3;3;21;22;22;22;0.58;22.14;81;88280
10490;2024-11-01T20:55:02;3;3;3;3;28;28;28;28;0.58;22.27;80;88291
10491;2024-11-01T20:56:03;3;3;3;3;25;25;25;25;0.56;22.36;80;88287
10492;2024-11-01T20:57:04;4;4;4;4;30;30;30;30;0.6;22.42;79;88291
10493;2024-11-01T20:58:06;3;4;4;4;29;29;29;29;0.62;22.48;79;88290
10494;2024-11-01T20:59:07;4;4;4;4;31;32;32;32;0.62;22.57;79;88289
10495;2024-11-01T21:00:09;3;4;4;4;27;28;28;28;0.65;22.31;77;88294
10496;2024-11-01T21:01:10;2;2;3;3;18;18;18;18;0.63;22.08;78;88296
10497;2024-11-01T21:02:12;2;3;3;3;20;20;20;20;0.61;22.24;77;88302
10498;2024-11-01T21:03:13;2;2;2;2;18;18;18;18;0.59;22.24;78;88308
10499;2024-11-01T21:04:15;3;3;3;3;22;22;22;22;0.58;22.45;78;88308
10500;2024-11-01T21:05:16;4;5;5;5;36;37;37;37;0.6;22.35;79;88305
