counter;datetime;PM1;PM2_5;PM4;PM10;NumPM0;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure;meta
345;2025-01-01T11:39:48;7;7;8;8;51;59;59;59;59;0.55;29.15;31;88184;
346;2025-01-01T11:40:50;7;7;7;7;49;56;56;57;57;0.53;29.19;32;88188;
347;2025-01-01T11:41:53;7;7;7;7;52;60;60;60;60;0.53;29.24;31;88186;
348;2025-01-01T11:42:55;6;7;7;7;48;55;55;55;55;0.52;29.30;31;88180;
349;2025-01-01T11:43:57;6;6;6;6;46;53;53;53;53;0.52;29.25;31;88188;
350;2025-01-01T11:44:59;6;6;6;6;48;54;54;54;54;0.50;29.30;31;88184;
351;2025-01-01T11:46:02;7;7;7;7;49;56;56;56;56;0.51;29.31;31;88180;
352;2025-01-01T11:47:04;7;7;7;7;54;61;61;61;61;0.50;29.32;31;88172;
353;2025-01-01T11:48:06;7;7;7;7;55;62;62;62;62;0.50;29.39;31;88176;
354;2025-01-01T11:49:08;7;7;7;7;51;58;58;58;58;0.51;29.41;31;88176;
355;2025-01-01T11:50:10;6;6;6;6;47;53;53;53;53;0.51;29.34;31;88173;
356;2025-01-01T11:51:13;7;7;7;7;53;60;60;60;60;0.53;29.41;31;88176;
357;2025-01-01T11:52:15;7;7;7;7;52;59;59;59;59;0.52;29.43;31;88171;
358;2025-01-01T11:53:17;7;7;7;7;52;59;59;59;59;0.51;29.47;31;88168;
359;2025-01-01T11:54:19;6;7;7;7;48;54;54;54;54;0.51;29.44;31;88164;
360;2025-01-01T11:55:22;7;8;8;8;54;61;62;62;62;0.53;29.38;31;88165;
361;2025-01-01T11:56:24;7;7;8;8;52;60;60;60;60;0.53;29.31;31;88163;
362;2025-01-01T11:57:26;7;7;7;7;50;57;57;57;57;0.53;29.43;31;88160;
363;2025-01-01T11:58:28;7;7;8;8;53;60;60;60;60;0.53;29.43;31;88157;
364;2025-01-01T11:59:30;7;7;8;8;50;58;58;58;58;0.56;29.53;31;88160;
365;2025-01-01T12:00:33;7;7;7;8;48;55;56;56;56;0.57;29.56;31;88154;
366;2025-01-01T12:01:35;7;7;7;8;49;56;56;56;56;0.55;29.57;31;88154;
367;2025-01-01T12:02:37;7;7;8;8;51;59;59;59;59;0.54;29.59;31;88152;
368;2025-01-01T12:03:39;6;7;7;7;48;54;55;55;55;0.51;29.63;31;88147;
369;2025-01-01T12:04:42;6;7;7;7;48;54;55;55;55;0.54;29.63;31;88146;
370;2025-01-01T12:05:44;7;7;7;7;50;57;57;57;57;0.53;29.72;31;88150;
371;2025-01-01T12:06:46;6;6;6;6;45;51;51;51;51;0.52;29.78;31;88144;
372;2025-01-01T12:07:48;7;7;7;7;50;57;57;57;57;0.52;29.83;30;88141;
373;2025-01-01T12:08:50;7;7;7;7;51;58;58;58;58;0.51;29.91;30;88144;
374;2025-01-01T12:09:53;7;7;7;7;51;58;58;58;58;0.51;29.98;30;88139;
375;2025-01-01T12:10:55;6;7;7;7;48;54;54;54;54;0.51;30.06;31;88147;
376;2025-01-01T12:11:57;6;6;6;6;47;54;54;54;54;0.50;30.14;30;88136;
377;2025-01-01T12:12:59;7;7;7;7;53;60;60;60;60;0.50;30.19;29;88138;
378;2025-01-01T12:14:02;7;7;7;7;49;56;56;56;56;0.51;30.24;30;88131;
379;2025-01-01T12:15:04;7;7;7;7;50;57;57;57;57;0.52;30.28;30;88131;
380;2025-01-01T12:16:06;7;7;7;7;50;57;57;57;57;0.52;30.31;30;88135;
381;2025-01-01T12:17:08;7;7;7;7;49;56;56;56;56;0.53;30.36;30;88131;
382;2025-01-01T12:18:10;7;7;7;7;49;56;56;56;56;0.54;30.36;30;88131;
383;2025-01-01T12:19:13;6;7;7;7;48;55;55;55;55;0.54;30.39;30;88127;
384;2025-01-01T12:20:15;7;7;7;7;49;56;57;57;57;0.54;30.45;30;88126;
385;2025-01-01T12:21:17;7;7;7;7;49;56;57;57;57;0.53;30.45;30;88123;
386;2025-01-01T12:22:19;6;6;6;7;45;52;52;52;52;0.53;30.45;30;88121;
387;2025-01-01T12:23:22;7;7;7;7;51;58;58;58;58;0.51;30.50;29;88114;
388;2025-01-01T12:24:24;7;7;7;7;49;55;56;56;56;0.50;30.47;30;88118;
389;2025-01-01T12:25:26;6;6;6;6;47;53;54;54;54;0.51;30.53;30;88115;
390;2025-01-01T12:26:28;6;6;6;6;46;52;52;52;52;0.52;30.55;29;88113;
391;2025-01-01T12:27:30;7;7;7;7;51;58;58;58;58;0.52;30.54;30;88119;
392;2025-01-01T12:28:33;6;7;7;7;48;54;55;55;55;0.53;30.59;29;88113;
393;2025-01-01T12:29:35;7;7;7;7;52;59;59;59;59;0.51;30.58;30;88111;
394;2025-01-01T12:30:37;7;7;7;7;49;56;56;56;56;0.50;30.61;29;88100;
395;2025-01-01T12:31:39;6;7;7;7;48;55;55;55;55;0.51;30.65;30;88113;
396;2025-01-01T12:32:42;6;6;6;6;47;54;54;54;54;0.50;30.70;29;88106;
397;2025-01-01T12:33:44;6;7;7;7;48;54;55;55;55;0.52;30.74;29;88111;
398;2025-01-01T12:34:46;7;7;7;7;50;56;56;56;56;0.51;30.71;29;88105;
399;2025-01-01T12:35:48;7;7;7;7;51;58;58;58;58;0.50;30.73;29;88098;
400;2025-01-01T12:36:50;7;7;7;7;51;57;58;58;58;0.51;30.73;29;88093;
401;2025-01-01T12:37:53;7;7;8;8;54;62;62;62;62;0.53;30.78;29;88089;
402;2025-01-01T12:38:55;6;7;7;7;48;55;55;55;55;0.52;30.79;29;88088;
403;2025-01-01T12:39:57;6;7;7;7;49;55;55;55;55;0.53;30.83;29;88090;
404;2025-01-01T12:40:59;7;7;7;7;50;57;57;57;57;0.52;30.86;29;88087;
405;2025-01-01T12:42:02;7;7;7;7;51;58;58;58;58;0.51;30.86;29;88084;
406;2025-01-01T12:43:04;7;7;7;7;50;57;57;57;57;0.51;30.90;29;88086;
407;2025-01-01T12:44:06;7;7;7;7;50;56;57;57;57;0.51;30.94;30;88089;
408;2025-01-01T12:45:08;7;7;7;7;51;58;58;58;58;0.52;30.96;29;88086;
409;2025-01-01T12:46:11;7;7;7;7;51;58;59;59;59;0.56;30.98;29;88081;
410;2025-01-01T12:47:13;7;7;7;7;49;56;56;56;56;0.56;31.01;29;88074;
411;2025-01-01T12:48:15;6;7;7;7;47;54;55;55;55;0.58;31.03;29;88077;
412;2025-01-01T12:49:17;7;7;8;8;50;57;58;58;58;0.56;30.99;29;88069;
413;2025-01-01T12:50:19;7;7;7;7;49;56;56;56;56;0.53;31.02;29;88071;
414;2025-01-01T12:51:22;7;7;7;7;51;58;58;58;58;0.53;31.07;29;88068;
415;2025-01-01T12:52:24;6;7;7;7;48;55;55;55;55;0.53;31.07;29;88057;
416;2025-01-01T12:53:26;7;7;7;8;53;61;61;61;61;0.53;31.11;29;88063;
417;2025-01-01T12:54:28;7;7;7;7;49;56;56;56;56;0.52;31.12;29;88054;
418;2025-01-01T12:55:31;7;7;7;7;52;60;60;60;60;0.53;31.13;29;88058;
419;2025-01-01T12:56:33;7;7;7;7;50;57;57;57;57;0.53;31.12;28;88051;
420;2025-01-01T12:57:35;7;7;8;8;50;57;57;58;58;0.53;31.15;29;88049;
421;2025-01-01T12:58:37;7;8;8;8;51;59;60;60;60;0.53;31.20;28;88051;
422;2025-01-01T12:59:39;6;6;6;6;47;53;53;53;53;0.51;31.22;29;88045;
423;2025-01-01T13:00:42;7;7;7;7;50;57;57;57;57;0.52;31.22;28;88048;
424;2025-01-01T13:01:44;7;7;7;7;50;56;57;57;57;0.52;31.23;28;88042;
425;2025-01-01T13:02:46;6;7;7;7;46;53;53;53;53;0.52;31.25;28;88038;
426;2025-01-01T13:03:48;7;7;7;7;49;56;56;56;56;0.52;31.28;28;88038;
427;2025-01-01T13:04:51;7;7;7;7;51;57;58;58;58;0.51;31.31;29;88030;
428;2025-01-01T13:05:53;6;7;7;7;49;55;55;55;55;0.49;31.34;28;88031;
429;2025-01-01T13:06:55;7;7;7;7;49;56;56;56;56;0.49;31.33;28;88041;
430;2025-01-01T13:07:57;6;6;6;6;45;51;51;51;52;0.49;31.34;28;88038;
431;2025-01-01T13:08:59;6;6;6;6;45;51;51;51;51;0.50;31.34;28;88029;
432;2025-01-01T13:10:02;7;7;7;7;51;58;58;58;58;0.50;31.38;28;88029;
433;2025-01-01T13:11:04;6;6;6;6;47;54;54;54;54;0.51;31.31;27;88035;
434;2025-01-01T13:12:06;6;7;7;7;49;55;55;55;55;0.51;31.39;27;88033;
435;2025-01-01T13:13:08;6;7;7;7;47;53;53;53;53;0.52;31.39;27;88033;
436;2025-01-01T13:14:11;6;6;6;6;45;51;51;52;52;0.53;31.34;27;88023;
437;2025-01-01T13:15:13;7;7;7;7;50;57;57;57;57;0.53;31.44;28;88025;
438;2025-01-01T13:16:15;6;7;7;7;47;53;54;54;54;0.54;31.46;28;88023;
439;2025-01-01T13:17:17;6;6;7;7;46;53;53;53;53;0.53;31.46;28;88023;
440;2025-01-01T13:18:19;6;7;7;7;47;54;54;54;54;0.54;31.50;28;88023;
441;2025-01-01T13:19:22;6;6;7;7;46;52;53;53;53;0.56;31.52;28;88023;
442;2025-01-01T13:20:24;6;6;7;7;44;50;51;51;51;0.57;31.50;28;88023;
443;2025-01-01T13:21:26;7;7;8;8;52;59;59;59;59;0.55;31.52;28;88017;
444;2025-01-01T13:22:28;6;6;6;6;44;50;50;50;50;0.53;31.52;27;88025;
445;2025-01-01T13:23:31;6;7;7;7;48;55;55;55;55;0.51;31.55;27;88016;
446;2025-01-01T13:24:33;6;6;6;6;46;52;52;52;52;0.52;31.59;27;88013;
447;2025-01-01T13:25:35;6;6;6;6;46;53;53;53;53;0.53;31.62;27;88015;
448;2025-01-01T13:26:37;7;7;7;7;49;56;57;57;57;0.55;31.64;27;88010;
449;2025-01-01T13:27:39;6;6;7;7;45;51;51;51;51;0.56;31.63;26;88013;
450;2025-01-01T13:28:42;6;7;7;7;47;54;55;55;55;0.56;31.63;26;88008;
451;2025-01-01T13:29:44;6;6;6;6;44;50;51;51;51;0.53;31.66;26;88013;
452;2025-01-01T13:30:46;6;6;6;6;44;50;50;50;50;0.52;31.68;25;88017;
453;2025-01-01T13:31:48;7;7;7;7;49;56;56;56;56;0.51;31.67;24;88010;
454;2025-01-01T13:32:51;6;6;6;6;45;51;51;51;51;0.52;31.63;24;88006;
455;2025-01-01T13:33:53;6;6;6;6;44;50;50;50;50;0.51;31.62;23;88004;
456;2025-01-01T13:34:55;6;6;6;6;46;52;52;52;52;0.52;31.64;23;88002;
457;2025-01-01T13:35:57;6;6;7;7;46;53;53;53;53;0.54;31.69;23;88006;
458;2025-01-01T13:37:00;6;7;7;7;47;54;54;54;54;0.55;31.76;24;88001;
459;2025-01-01T13:38:02;6;6;6;7;45;52;52;52;52;0.55;31.79;24;87999;
460;2025-01-01T13:39:04;6;6;6;6;43;49;50;50;50;0.52;31.81;24;88002;
461;2025-01-01T13:40:06;6;6;6;6;44;50;50;50;50;0.51;31.84;23;87996;
462;2025-01-01T13:41:08;6;6;6;6;44;50;50;50;50;0.52;31.87;23;87996;
463;2025-01-01T13:42:11;6;6;6;6;46;52;52;52;52;0.52;31.89;23;87996;
464;2025-01-01T13:43:13;6;7;7;7;48;54;54;54;54;0.51;31.75;23;87991;
465;2025-01-01T13:44:15;6;6;6;6;46;53;53;53;53;0.50;31.83;23;87991;
466;2025-01-01T13:45:17;6;6;6;6;45;51;52;52;52;0.52;31.89;23;87991;
467;2025-01-01T13:46:20;7;7;7;7;50;57;57;57;57;0.52;31.81;23;87983;
468;2025-01-01T13:47:22;6;6;6;6;45;51;51;51;51;0.51;31.79;22;87989;
469;2025-01-01T13:48:24;6;6;6;6;44;49;50;50;50;0.51;31.81;22;87989;
470;2025-01-01T13:49:26;6;6;6;6;45;52;52;52;52;0.53;31.81;23;87980;
471;2025-01-01T13:50:29;6;6;6;6;46;53;53;53;53;0.51;31.88;22;87984;
472;2025-01-01T13:51:31;6;7;7;7;48;55;55;55;55;0.49;31.93;22;87981;
473;2025-01-01T13:52:33;7;7;7;7;49;56;56;56;56;0.50;31.98;22;87979;
474;2025-01-01T13:53:35;6;6;6;6;46;52;52;52;52;0.49;32.00;23;87982;
475;2025-01-01T13:54:37;7;7;7;7;51;58;58;58;58;0.49;32.05;23;87969;
476;2025-01-01T13:55:40;6;6;6;6;47;54;54;54;54;0.49;32.08;23;87968;
477;2025-01-01T13:56:42;6;6;6;6;45;51;51;51;51;0.49;32.08;23;87965;
478;2025-01-01T13:57:44;6;6;6;6;47;53;53;53;53;0.51;32.04;23;87963;
479;2025-01-01T13:58:46;6;7;7;7;48;54;54;54;54;0.52;32.09;22;87966;
480;2025-01-01T13:59:49;6;6;6;6;43;49;49;49;49;0.50;32.10;23;87965;
481;2025-01-01T14:00:51;6;6;6;6;44;50;50;50;50;0.50;32.08;22;87965;
482;2025-01-01T14:01:53;6;6;6;6;45;51;51;51;51;0.50;32.11;22;87963;
483;2025-01-01T14:02:55;6;6;6;6;45;51;51;51;51;0.52;32.08;22;87962;
484;2025-01-01T14:03:57;6;6;6;6;43;49;49;49;49;0.51;32.12;22;87957;
485;2025-01-01T14:05:00;6;7;7;7;48;55;55;55;55;0.50;32.11;22;87949;
486;2025-01-01T14:06:02;6;6;6;6;47;54;54;54;54;0.49;32.15;22;87960;
487;2025-01-01T14:07:04;6;6;6;6;48;54;54;54;54;0.49;32.12;22;87951;
488;2025-01-01T14:08:06;7;7;7;7;50;57;57;57;57;0.51;32.17;22;87957;
489;2025-01-01T14:09:09;7;7;7;7;51;58;58;58;58;0.52;32.17;21;87950;
490;2025-01-01T14:10:11;7;7;7;7;50;57;57;57;57;0.51;32.20;22;87951;
491;2025-01-01T14:11:13;6;7;7;7;48;55;55;55;55;0.51;32.20;22;87948;
492;2025-01-01T14:12:15;7;7;7;7;52;59;59;59;59;0.49;32.22;21;87949;
493;2025-01-01T14:13:17;6;6;6;6;46;52;52;52;52;0.48;32.24;22;87945;
494;2025-01-01T14:14:20;6;6;6;6;42;48;48;48;48;0.50;32.27;22;87939;
495;2025-01-01T14:15:22;6;6;6;6;47;53;53;53;53;0.51;32.30;21;87948;
496;2025-01-01T14:16:24;6;7;7;7;48;54;54;54;54;0.52;32.23;21;87942;
497;2025-01-01T14:17:26;7;7;8;8;54;61;62;62;62;0.53;32.11;21;87950;
498;2025-01-01T14:18:29;7;7;7;7;50;57;57;57;57;0.54;32.18;21;87938;
499;2025-01-01T14:19:31;7;7;7;7;51;58;59;59;59;0.53;32.24;21;87940;
500;2025-01-01T14:20:33;7;7;7;7;52;60;60;60;60;0.54;32.21;20;87942;
501;2025-01-01T14:21:35;7;7;7;8;54;61;61;61;61;0.54;32.23;21;87936;
502;2025-01-01T14:22:37;7;8;8;8;54;61;62;62;62;0.54;32.25;21;87938;
503;2025-01-01T14:23:40;7;8;8;8;55;63;64;64;64;0.55;32.21;21;87939;
504;2025-01-01T14:24:42;7;8;8;8;55;63;63;63;63;0.57;32.28;21;87932;
505;2025-01-01T14:25:44;7;8;8;8;54;62;63;63;63;0.56;32.29;21;87936;
506;2025-01-01T14:26:46;7;7;8;8;50;58;58;58;58;0.57;32.28;21;87934;
507;2025-01-01T14:27:49;7;7;8;8;50;57;58;58;58;0.55;32.22;20;87926;
508;2025-01-01T14:28:51;7;7;8;8;51;59;59;59;59;0.54;32.30;21;87926;
509;2025-01-01T14:29:53;7;7;7;7;50;57;57;57;58;0.55;32.24;21;87927;
510;2025-01-01T14:30:55;7;7;7;7;48;56;56;56;56;0.55;32.23;20;87915;
511;2025-01-01T14:31:57;7;8;8;8;54;62;63;63;63;0.56;32.22;20;87921;
512;2025-01-01T14:33:00;7;7;8;8;50;58;58;58;58;0.56;32.31;20;87928;
513;2025-01-01T14:34:02;7;8;8;8;54;62;62;62;62;0.53;32.34;20;87921;
514;2025-01-01T14:35:04;7;8;8;8;54;62;62;62;62;0.52;32.38;20;87910;
515;2025-01-01T14:36:06;7;7;7;7;52;59;59;59;59;0.52;32.38;21;87918;
516;2025-01-01T14:37:09;7;7;8;8;51;59;59;59;59;0.55;32.28;20;87910;
517;2025-01-01T14:38:11;7;7;8;8;52;59;60;60;60;0.56;32.31;20;87911;
518;2025-01-01T14:39:13;7;7;7;7;48;55;56;56;56;0.56;32.36;20;87908;
519;2025-01-01T14:40:15;7;7;7;7;50;57;57;57;57;0.56;32.41;20;87914;
520;2025-01-01T14:41:17;6;7;7;7;48;55;55;55;55;0.55;32.43;20;87903;
521;2025-01-01T14:42:20;7;7;7;8;50;57;58;58;58;0.56;32.49;20;87900;
522;2025-01-01T14:43:22;7;8;8;8;54;62;63;63;63;0.57;32.53;20;87900;
523;2025-01-01T14:44:24;7;7;7;7;51;58;58;58;58;0.54;32.55;20;87906;
524;2025-01-01T14:45:26;7;7;7;7;50;57;57;57;57;0.54;32.57;20;87895;
525;2025-01-01T14:46:29;7;7;7;7;49;56;56;56;56;0.55;32.58;20;87893;
526;2025-01-01T14:47:31;6;7;7;7;48;55;55;55;55;0.54;32.57;20;87891;
527;2025-01-01T14:48:33;7;7;7;7;50;57;58;58;58;0.53;32.58;20;87898;
528;2025-01-01T14:49:35;6;6;7;7;45;52;52;52;52;0.54;32.59;20;87891;
529;2025-01-01T14:50:38;7;7;7;7;50;57;58;58;58;0.56;32.63;20;87894;
530;2025-01-01T14:51:40;6;7;7;7;46;53;54;54;54;0.55;32.64;20;87893;
531;2025-01-01T14:52:42;6;7;7;7;46;53;53;53;53;0.54;32.67;20;87895;
532;2025-01-01T14:53:44;7;7;7;7;51;58;58;58;58;0.52;32.67;20;87889;
533;2025-01-01T14:54:47;6;7;7;7;48;54;54;55;55;0.51;32.69;20;87889;
534;2025-01-01T14:55:49;6;7;7;7;47;54;54;54;54;0.53;32.66;20;87893;
535;2025-01-01T14:56:51;6;7;7;7;46;53;54;54;54;0.53;32.64;19;87888;
536;2025-01-01T14:57:53;6;7;7;7;47;53;54;54;54;0.54;32.68;20;87885;
537;2025-01-01T14:58:55;6;7;7;7;47;54;55;55;55;0.54;32.68;20;87883;
538;2025-01-01T14:59:58;6;6;6;7;45;51;51;51;51;0.54;32.70;19;87880;
539;2025-01-01T15:01:00;6;6;6;6;44;50;50;50;50;0.54;32.72;19;87882;
540;2025-01-01T15:02:02;6;6;6;6;42;48;48;48;48;0.51;32.66;19;87885;
541;2025-01-01T15:03:04;6;6;6;6;46;52;52;52;52;0.50;32.59;20;87883;
542;2025-01-01T15:04:07;6;6;6;6;43;49;49;49;49;0.51;32.68;20;87883;
543;2025-01-01T15:05:09;6;6;6;6;46;53;53;53;53;0.51;32.74;20;87884;
544;2025-01-01T15:06:11;6;6;7;7;46;52;53;53;53;0.52;32.75;19;87872;
545;2025-01-01T15:07:13;6;6;6;6;45;51;51;51;51;0.51;32.77;20;87875;
546;2025-01-01T15:08:15;6;6;6;6;45;51;51;51;51;0.53;32.68;19;87871;
547;2025-01-01T15:09:18;6;6;6;6;42;48;48;48;48;0.51;32.70;20;87879;
548;2025-01-01T15:10:20;5;6;6;6;41;47;47;47;47;0.51;32.75;19;87872;
549;2025-01-01T15:11:22;6;6;6;7;44;51;51;51;51;0.54;32.76;19;87865;
550;2025-01-01T15:12:24;6;6;6;6;44;50;50;50;50;0.53;32.74;19;87866;
551;2025-01-01T15:13:27;5;5;5;5;39;44;44;44;44;0.50;32.76;19;87868;
552;2025-01-01T15:14:29;6;6;6;6;42;48;48;48;48;0.51;32.74;20;87871;
553;2025-01-01T15:15:31;6;6;6;6;42;48;48;48;48;0.52;32.77;19;87863;
554;2025-01-01T15:16:33;6;6;6;6;44;51;51;51;51;0.53;32.78;19;87866;
555;2025-01-01T15:17:35;6;7;7;7;48;55;55;55;55;0.53;32.78;20;87859;
556;2025-01-01T15:18:38;6;6;6;6;42;48;49;49;49;0.53;32.81;20;87864;
557;2025-01-01T15:19:40;6;6;6;6;42;47;47;47;47;0.51;32.82;20;87863;
558;2025-01-01T15:20:42;6;6;6;6;44;50;50;50;50;0.53;32.76;20;87866;
559;2025-01-01T15:21:44;5;5;6;6;38;44;44;44;44;0.54;32.79;19;87859;
560;2025-01-01T15:22:47;6;6;6;6;42;48;49;49;49;0.53;32.80;20;87860;
561;2025-01-01T15:23:49;5;6;6;6;41;47;47;47;47;0.53;32.82;20;87852;
562;2025-01-01T15:24:51;6;6;6;6;42;48;49;49;49;0.53;32.83;20;87855;
563;2025-01-01T15:25:53;6;6;6;6;43;49;49;49;49;0.54;32.84;19;87855;
564;2025-01-01T15:26:55;5;6;6;6;40;46;46;46;46;0.55;32.85;19;87856;
565;2025-01-01T15:27:58;6;6;6;6;43;49;49;49;49;0.55;32.86;20;87852;
566;2025-01-01T15:29:00;6;6;6;6;42;48;48;48;48;0.55;32.86;20;87848;
567;2025-01-01T15:30:02;6;6;7;7;44;50;50;50;50;0.56;32.87;20;87853;
568;2025-01-01T15:31:04;6;6;6;6;43;49;49;49;49;0.54;32.84;20;87849;
569;2025-01-01T15:32:07;6;6;6;6;41;47;47;47;47;0.54;32.86;20;87852;
570;2025-01-01T15:33:09;6;6;6;7;41;48;48;48;48;0.55;32.86;20;87852;
571;2025-01-01T15:34:11;6;7;7;7;43;50;50;51;51;0.55;32.87;19;87855;
572;2025-01-01T15:35:13;6;7;7;7;42;49;50;50;50;0.54;32.85;20;87859;
573;2025-01-01T15:36:16;6;6;7;7;41;47;48;48;48;0.53;32.84;20;87854;
574;2025-01-01T15:37:18;6;6;7;7;41;48;48;48;48;0.53;32.83;20;87853;
575;2025-01-01T15:38:20;5;6;6;6;40;46;46;46;46;0.53;32.87;20;87847;
576;2025-01-01T15:39:22;6;6;7;7;42;49;49;49;49;0.55;32.85;20;87848;
577;2025-01-01T15:40:24;6;6;6;6;41;48;48;48;48;0.53;32.86;20;87852;
578;2025-01-01T15:41:27;5;6;6;6;40;46;47;47;47;0.54;32.85;20;87845;
579;2025-01-01T15:42:29;6;6;7;7;42;49;49;49;49;0.54;32.86;20;87846;
580;2025-01-01T15:43:31;5;6;6;6;40;46;46;46;46;0.53;32.86;20;87844;
581;2025-01-01T15:44:33;5;6;6;6;39;45;46;46;46;0.55;32.86;20;87840;
582;2025-01-01T15:45:36;5;5;6;6;38;43;43;43;43;0.53;32.86;20;87843;
583;2025-01-01T15:46:38;5;6;6;6;40;45;46;46;46;0.51;32.83;20;87845;
584;2025-01-01T15:47:40;6;6;6;6;42;48;49;49;49;0.52;32.85;20;87844;
585;2025-01-01T15:48:42;6;6;6;6;42;49;49;49;49;0.52;32.86;20;87843;
586;2025-01-01T15:49:44;6;6;6;6;43;49;49;49;49;0.53;32.85;20;87847;
587;2025-01-01T15:50:47;6;6;6;6;43;49;49;49;49;0.53;32.85;21;87842;
588;2025-01-01T15:51:49;6;6;6;6;46;52;52;52;52;0.51;32.84;21;87841;
589;2025-01-01T15:52:51;5;5;5;5;37;42;42;42;42;0.52;32.84;21;87846;
590;2025-01-01T15:53:53;5;5;5;5;40;45;45;45;45;0.51;32.86;20;87841;
591;2025-01-01T15:54:56;6;6;6;6;44;50;50;50;50;0.51;32.86;20;87838;
592;2025-01-01T15:55:58;5;5;5;5;40;45;45;45;45;0.52;32.85;21;87842;
593;2025-01-01T15:57:00;5;6;6;6;40;45;45;45;45;0.54;32.85;21;87840;
594;2025-01-01T15:58:02;5;6;6;6;40;45;46;46;46;0.54;32.86;21;87838;
595;2025-01-01T15:59:05;5;6;6;6;40;46;46;46;46;0.53;32.85;21;87844;
596;2025-01-01T16:00:07;6;6;6;6;43;49;49;49;49;0.51;32.86;21;87844;
597;2025-01-01T16:01:09;5;5;5;5;40;45;45;45;45;0.52;32.86;21;87838;
598;2025-01-01T16:02:11;5;5;5;5;36;41;41;41;41;0.52;32.84;21;87836;
599;2025-01-01T16:03:13;5;6;6;6;40;45;46;46;46;0.53;32.83;21;87834;
600;2025-01-01T16:04:16;5;5;5;5;39;44;44;44;44;0.53;32.82;21;87843;
601;2025-01-01T16:05:18;5;5;5;5;38;43;43;43;43;0.54;32.83;21;87842;
602;2025-01-01T16:06:20;5;6;6;6;41;46;47;47;47;0.55;32.82;21;87838;
603;2025-01-01T16:07:22;5;6;6;6;40;45;45;45;45;0.53;32.81;21;87842;
604;2025-01-01T16:08:25;5;6;6;6;40;46;46;46;46;0.53;32.81;21;87837;
605;2025-01-01T16:09:27;5;5;5;5;37;43;43;43;43;0.53;32.81;21;87834;
606;2025-01-01T16:10:29;5;5;5;5;37;41;42;42;42;0.51;32.82;21;87832;
607;2025-01-01T16:11:31;6;6;6;6;43;48;48;48;48;0.52;32.80;21;87838;
608;2025-01-01T16:12:33;6;6;6;6;41;47;47;47;47;0.54;32.77;21;87842;
609;2025-01-01T16:13:36;5;5;5;5;39;44;45;45;45;0.53;32.79;21;87840;
610;2025-01-01T16:14:38;5;5;5;5;40;45;45;45;45;0.51;32.79;21;87842;
611;2025-01-01T16:15:40;6;6;6;6;42;48;48;48;48;0.53;32.79;21;87842;
612;2025-01-01T16:16:42;6;6;6;6;41;47;47;47;47;0.54;32.80;21;87846;
613;2025-01-01T16:17:45;5;5;5;5;38;43;43;43;43;0.53;32.78;21;87843;
614;2025-01-01T16:18:47;5;5;5;5;39;44;44;44;44;0.53;32.77;21;87848;
615;2025-01-01T16:19:49;5;6;6;6;40;46;46;46;46;0.55;32.75;21;87840;
616;2025-01-01T16:20:51;6;6;6;6;41;47;48;48;48;0.55;32.76;21;87841;
617;2025-01-01T16:21:53;6;6;6;6;41;47;47;48;48;0.56;32.75;21;87842;
618;2025-01-01T16:22:56;5;5;6;6;37;43;43;43;43;0.55;32.75;21;87837;
619;2025-01-01T16:23:58;5;5;6;6;38;43;44;44;44;0.53;32.73;21;87834;
620;2025-01-01T16:25:00;5;5;5;5;36;42;42;42;42;0.53;32.73;21;87839;
621;2025-01-01T16:26:02;6;6;6;7;43;49;49;49;49;0.53;32.72;21;87836;
622;2025-01-01T16:27:05;6;6;6;6;43;49;49;50;50;0.52;32.72;21;87836;
623;2025-01-01T16:28:07;5;6;6;6;40;45;46;46;46;0.51;32.70;21;87838;
624;2025-01-01T16:29:09;5;5;5;5;38;44;44;44;44;0.52;32.71;21;87837;
625;2025-01-01T16:30:11;5;5;5;5;39;44;44;44;44;0.51;32.70;21;87830;
626;2025-01-01T16:31:14;5;6;6;6;41;46;46;46;46;0.51;32.71;22;87834;
627;2025-01-01T16:32:16;6;6;6;6;42;48;48;48;48;0.53;32.69;21;87832;
628;2025-01-01T16:33:18;6;6;6;6;42;48;49;49;49;0.54;32.68;22;87836;
629;2025-01-01T16:34:20;5;6;6;6;38;44;44;44;44;0.54;32.68;22;87836;
630;2025-01-01T16:35:22;5;6;6;6;38;44;44;45;45;0.53;32.68;22;87847;
631;2025-01-01T16:36:25;5;6;6;6;39;45;46;46;46;0.54;32.66;21;87839;
632;2025-01-01T16:37:27;5;6;6;6;39;45;45;45;45;0.54;32.67;22;87837;
633;2025-01-01T16:38:29;5;5;6;6;36;41;42;42;42;0.53;32.66;22;87834;
634;2025-01-01T16:39:31;5;6;6;6;39;45;45;45;45;0.52;32.64;22;87838;
635;2025-01-01T16:40:34;5;5;6;6;38;44;44;44;44;0.52;32.63;22;87838;
636;2025-01-01T16:41:36;6;6;6;6;41;47;47;47;47;0.52;32.62;22;87834;
637;2025-01-01T16:42:38;5;5;6;6;39;45;45;45;45;0.52;32.59;22;87837;
638;2025-01-01T16:43:40;5;6;6;6;40;46;47;47;47;0.55;32.60;22;87842;
639;2025-01-01T16:44:42;6;6;7;7;43;49;50;50;50;0.54;32.56;22;87838;
640;2025-01-01T16:45:45;6;6;6;6;41;47;47;47;47;0.53;32.56;22;87841;
