counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure;meta
923;2024-12-12T00:24:01;15;16;16;16;130;130;130;130;0.54;27.92;31;87996;
924;2024-12-12T00:25:03;16;17;17;17;140;140;140;140;0.55;27.91;31;87997;
925;2024-12-12T00:26:05;15;15;15;15;127;127;127;127;0.56;27.89;31;87992;
926;2024-12-12T00:27:08;15;16;16;16;131;131;131;131;0.56;27.88;31;87990;
927;2024-12-12T00:28:10;16;16;16;16;134;135;135;135;0.56;27.89;31;87997;
928;2024-12-12T00:29:12;15;16;16;16;131;132;132;132;0.58;27.88;31;87999;
929;2024-12-12T00:30:14;16;16;16;16;136;136;136;136;0.55;27.86;31;87993;
930;2024-12-12T00:31:16;16;16;16;16;133;133;134;134;0.55;27.87;32;87984;
931;2024-12-12T00:32:18;16;16;16;16;136;136;136;136;0.54;27.86;31;87994;
932;2024-12-12T00:33:21;15;15;15;15;127;127;127;127;0.54;27.86;31;87988;
933;2024-12-12T00:34:23;16;16;16;16;133;134;134;134;0.55;27.85;32;87986;
934;2024-12-12T00:35:25;16;16;16;16;134;134;134;134;0.54;27.85;32;87992;
935;2024-12-12T00:36:27;16;16;16;16;132;133;133;133;0.56;27.85;32;87992;
936;2024-12-12T00:37:29;15;16;16;16;130;130;130;130;0.55;27.84;32;87991;
937;2024-12-12T00:38:31;16;16;16;16;135;135;135;135;0.54;27.81;31;87987;
938;2024-12-12T00:39:34;16;16;16;16;135;135;135;135;0.52;27.82;32;87990;
939;2024-12-12T00:40:36;16;16;16;16;134;134;134;134;0.54;27.81;31;87991;
940;2024-12-12T00:41:38;15;15;15;15;128;128;128;128;0.56;27.8;32;87996;
941;2024-12-12T00:42:40;15;16;16;16;130;130;130;130;0.57;27.8;32;87995;
942;2024-12-12T00:43:42;16;16;16;16;132;133;133;133;0.54;27.79;31;87989;
943;2024-12-12T00:44:45;15;15;15;15;129;130;130;130;0.55;27.8;32;88001;
944;2024-12-12T00:45:47;15;16;16;16;130;130;130;130;0.55;27.79;32;87989;
945;2024-12-12T00:46:49;15;16;16;16;131;131;131;131;0.56;27.76;32;87993;
946;2024-12-12T00:47:51;16;16;16;16;134;134;134;134;0.56;27.77;31;87986;
947;2024-12-12T00:48:53;15;16;16;16;129;129;129;129;0.57;27.74;33;87987;
948;2024-12-12T00:49:55;16;16;16;16;134;134;134;134;0.54;27.75;32;87989;
949;2024-12-12T00:50:58;15;15;15;15;129;129;129;129;0.55;27.76;32;87987;
950;2024-12-12T00:52:00;15;15;15;15;129;129;129;129;0.54;27.73;31;87992;
951;2024-12-12T00:53:02;16;16;16;16;134;134;134;134;0.55;27.76;32;87990;
952;2024-12-12T00:54:04;15;15;15;15;128;128;128;128;0.54;27.73;32;87989;
953;2024-12-12T00:55:06;16;16;16;16;134;134;134;134;0.56;27.73;32;87991;
954;2024-12-12T00:56:08;15;16;16;16;132;132;132;132;0.57;27.75;31;87989;
955;2024-12-12T00:57:11;16;16;16;16;135;135;135;135;0.55;27.75;31;87985;
956;2024-12-12T00:58:13;16;16;16;16;136;136;136;136;0.55;27.72;31;87984;
957;2024-12-12T00:59:15;15;15;15;15;127;127;127;127;0.54;27.71;32;87983;
958;2024-12-12T01:00:17;15;15;15;15;125;125;125;125;0.53;27.71;32;87983;
959;2024-12-12T01:01:19;16;16;16;16;134;134;134;134;0.54;27.7;32;87987;
960;2024-12-12T01:02:21;15;15;15;15;126;126;126;126;0.56;27.69;32;87980;
961;2024-12-12T01:03:23;15;15;15;15;124;124;124;124;0.54;27.68;31;87982;
962;2024-12-12T01:04:26;15;15;15;15;129;130;130;130;0.55;27.68;32;87979;
963;2024-12-12T01:05:28;15;16;16;16;132;132;132;132;0.54;27.66;32;87974;
964;2024-12-12T01:06:30;15;15;15;15;128;128;128;128;0.55;27.65;31;87981;
965;2024-12-12T01:07:32;15;16;16;16;130;130;130;130;0.55;27.66;32;87971;
966;2024-12-12T01:08:34;16;16;16;16;133;134;134;134;0.54;27.65;32;87977;
967;2024-12-12T01:09:36;16;16;16;16;133;133;133;133;0.53;27.66;32;87977;
968;2024-12-12T01:10:39;15;16;16;16;132;132;132;132;0.56;27.67;31;87978;
969;2024-12-12T01:11:41;15;15;15;15;127;127;128;128;0.57;27.67;31;87980;
970;2024-12-12T01:12:43;15;16;16;16;131;131;131;131;0.57;27.66;31;87982;
971;2024-12-12T01:13:45;15;16;16;16;131;132;132;132;0.59;27.65;32;87978;
972;2024-12-12T01:14:47;15;16;16;16;129;129;129;129;0.58;27.64;32;87979;
973;2024-12-12T01:15:49;15;15;15;15;127;127;127;127;0.55;27.65;32;87980;
974;2024-12-12T01:16:52;16;16;16;16;133;133;133;133;0.54;27.63;32;87975;
975;2024-12-12T01:17:54;15;16;16;16;130;131;131;131;0.55;27.62;32;87985;
976;2024-12-12T01:18:56;15;15;15;15;127;128;128;128;0.56;27.61;32;87986;
977;2024-12-12T01:19:58;15;16;16;16;130;130;130;130;0.55;27.59;32;87983;
978;2024-12-12T01:21:00;15;16;16;16;130;130;130;130;0.55;27.6;32;87979;
979;2024-12-12T01:22:02;15;16;16;16;132;132;132;132;0.56;27.57;32;87978;
980;2024-12-12T01:23:05;15;15;15;15;126;126;126;126;0.55;27.59;32;87978;
981;2024-12-12T01:24:07;16;16;16;16;134;135;135;135;0.55;27.59;32;87980;
982;2024-12-12T01:25:09;15;15;15;15;128;128;128;128;0.55;27.56;32;87978;
983;2024-12-12T01:26:11;15;15;15;15;129;129;129;129;0.56;27.53;32;87972;
984;2024-12-12T01:27:13;14;15;15;15;123;124;124;124;0.57;27.56;31;87973;
985;2024-12-12T01:28:15;15;16;16;16;130;130;130;130;0.54;27.55;32;87967;
986;2024-12-12T01:29:18;15;16;16;16;130;131;131;131;0.53;27.57;31;87975;
987;2024-12-12T01:30:20;15;16;16;16;131;131;131;131;0.57;27.57;32;87958;
988;2024-12-12T01:31:22;15;16;16;16;130;131;131;131;0.58;27.55;31;87961;
989;2024-12-12T01:32:24;15;16;16;16;132;132;132;132;0.56;27.54;32;87962;
990;2024-12-12T01:33:26;15;15;15;15;125;125;126;126;0.56;27.53;32;87958;
991;2024-12-12T01:34:28;15;15;15;15;126;126;126;126;0.54;27.53;32;87956;
992;2024-12-12T01:35:31;16;16;16;16;136;136;136;136;0.56;27.52;32;87957;
993;2024-12-12T01:36:33;15;16;16;16;130;130;130;130;0.55;27.52;32;87962;
994;2024-12-12T01:37:35;16;16;16;16;134;134;134;134;0.53;27.49;32;87961;
995;2024-12-12T01:38:37;15;16;16;16;130;130;130;130;0.55;27.49;32;87963;
996;2024-12-12T01:39:39;15;15;15;15;126;126;126;126;0.53;27.45;32;87967;
997;2024-12-12T01:40:42;16;16;16;16;132;132;133;133;0.51;27.45;32;87963;
998;2024-12-12T01:41:44;16;16;16;16;133;134;134;134;0.53;27.45;32;87963;
999;2024-12-12T01:42:46;15;15;15;15;124;125;125;125;0.53;27.44;32;87962;
1000;2024-12-12T01:43:48;15;16;16;16;131;131;131;131;0.55;27.45;32;87963;
1001;2024-12-12T01:44:50;15;16;16;16;130;130;130;130;0.54;27.39;32;87966;
1002;2024-12-12T01:45:52;15;16;16;16;130;130;130;130;0.55;27.4;32;87962;
1003;2024-12-12T01:46:55;16;16;16;16;133;133;133;133;0.57;27.38;32;87959;
1004;2024-12-12T01:47:57;16;16;16;16;133;133;133;133;0.56;27.41;32;87968;
1005;2024-12-12T01:48:59;15;15;15;15;129;129;129;129;0.56;27.39;32;87960;
1006;2024-12-12T01:50:01;16;17;17;17;140;141;141;141;0.56;27.38;32;87959;
1007;2024-12-12T01:51:03;15;16;16;16;130;130;130;130;0.55;27.41;31;87952;
1008;2024-12-12T01:52:05;16;16;16;16;132;133;133;133;0.53;27.39;32;87952;
1009;2024-12-12T01:53:08;15;15;15;15;126;126;126;126;0.54;27.39;32;87949;
1010;2024-12-12T01:54:10;15;15;15;15;127;127;127;127;0.56;27.39;32;87957;
1011;2024-12-12T01:55:12;15;15;15;15;129;129;129;129;0.54;27.35;32;87958;
1012;2024-12-12T01:56:14;15;15;15;15;124;124;124;124;0.53;27.36;32;87959;
1013;2024-12-12T01:57:16;15;15;15;15;126;127;127;127;0.56;27.36;32;87954;
1014;2024-12-12T01:58:18;15;15;15;15;128;128;128;128;0.56;27.35;32;87960;
1015;2024-12-12T01:59:21;15;16;16;16;130;131;131;131;0.54;27.35;32;87954;
1016;2024-12-12T02:00:23;16;16;16;16;133;133;133;133;0.55;27.33;32;87962;
1017;2024-12-12T02:01:25;15;15;15;15;127;127;127;127;0.55;27.34;33;87964;
1018;2024-12-12T02:02:27;15;15;15;15;128;128;128;128;0.55;27.34;32;87958;
1019;2024-12-12T02:03:29;15;15;15;15;127;127;128;128;0.55;27.34;32;87961;
1020;2024-12-12T02:04:31;15;16;16;16;130;130;130;130;0.55;27.33;32;87960;
1021;2024-12-12T02:05:34;15;16;16;16;129;130;130;130;0.57;27.34;32;87958;
1022;2024-12-12T02:06:36;15;15;15;15;124;125;125;125;0.56;27.32;32;87956;
1023;2024-12-12T02:07:38;15;15;15;15;124;124;124;124;0.57;27.3;32;87958;
1024;2024-12-12T02:08:40;15;15;16;16;128;128;128;128;0.57;27.29;32;87957;
1025;2024-12-12T02:09:42;14;15;15;15;123;123;123;123;0.54;27.28;33;87961;
1026;2024-12-12T02:10:44;14;14;14;14;120;121;121;121;0.54;27.28;32;87961;
1027;2024-12-12T02:11:47;15;15;15;15;125;125;125;125;0.57;27.3;32;87955;
1028;2024-12-12T02:12:49;15;15;15;15;124;124;124;124;0.54;27.28;32;87959;
1029;2024-12-12T02:13:51;16;16;16;16;133;133;133;133;0.56;27.28;32;87961;
1030;2024-12-12T02:14:53;15;15;15;15;126;127;127;127;0.56;27.25;32;87956;
1031;2024-12-12T02:15:55;15;15;15;15;125;125;125;125;0.55;27.26;32;87952;
1032;2024-12-12T02:16:57;14;15;15;15;123;123;123;123;0.53;27.27;32;87954;
1033;2024-12-12T02:18:00;14;15;15;15;123;123;123;123;0.54;27.24;32;87950;
1034;2024-12-12T02:19:02;15;15;15;15;127;127;127;127;0.54;27.21;33;87947;
1035;2024-12-12T02:20:04;14;14;14;14;120;120;120;120;0.54;27.21;32;87952;
1036;2024-12-12T02:21:06;15;15;15;15;128;128;128;128;0.56;27.21;32;87947;
1037;2024-12-12T02:22:08;15;16;16;16;127;128;128;128;0.58;27.21;32;87952;
1038;2024-12-12T02:23:10;14;15;15;15;122;122;122;122;0.57;27.16;32;87950;
1039;2024-12-12T02:24:13;14;14;14;14;117;117;117;117;0.53;27.18;32;87948;
1040;2024-12-12T02:25:15;14;14;14;14;118;119;119;119;0.56;27.17;32;87941;
1041;2024-12-12T02:26:17;14;15;15;15;121;121;121;121;0.54;27.17;32;87946;
1042;2024-12-12T02:27:19;15;15;15;15;126;126;126;126;0.55;27.16;32;87940;
1043;2024-12-12T02:28:21;14;15;15;15;123;123;123;123;0.55;27.16;32;87945;
1044;2024-12-12T02:29:23;15;15;15;15;126;127;127;127;0.56;27.15;32;87949;
1045;2024-12-12T02:30:26;15;15;15;15;124;124;124;124;0.58;27.14;32;87944;
0;2024-12-12T09:03:17;12;13;14;14;105;105;106;106;0.58;26.07;37;88212;SPSA0013_724A79CC0297DA3B
1;2024-12-12T09:04:19;12;12;12;12;101;101;101;101;0.59;26.09;37;88198;
2;2024-12-12T09:05:22;11;11;11;12;94;94;94;94;0.58;26.07;36;88206;
3;2024-12-12T09:06:24;11;11;11;11;93;93;93;93;0.56;26.09;36;88203;
4;2024-12-12T09:07:26;11;11;11;11;93;93;93;93;0.56;26.11;37;88209;
5;2024-12-12T09:08:28;11;11;11;11;91;91;91;91;0.56;26.15;37;88212;
6;2024-12-12T09:09:30;11;11;11;11;91;91;92;92;0.58;26.17;36;88211;
7;2024-12-12T09:10:32;10;10;10;10;86;86;86;86;0.55;26.2;37;88218;
8;2024-12-12T09:11:35;11;11;11;11;95;95;95;95;0.54;26.22;36;88205;
9;2024-12-12T09:12:37;11;11;11;11;96;96;96;96;0.53;26.27;36;88207;
10;2024-12-12T09:13:39;11;12;12;12;96;96;96;96;0.56;26.3;36;88214;
11;2024-12-12T09:14:41;11;11;11;11;94;94;94;94;0.55;26.35;36;88210;
12;2024-12-12T09:15:43;11;11;11;11;90;91;91;91;0.56;26.39;37;88221;
13;2024-12-12T09:16:45;10;11;11;11;88;88;88;88;0.56;26.42;36;88212;
14;2024-12-12T09:17:48;11;11;11;11;90;91;91;91;0.55;26.46;36;88211;
15;2024-12-12T09:18:50;10;10;10;10;87;87;87;87;0.56;26.52;36;88212;
16;2024-12-12T09:19:52;11;11;11;11;92;93;93;93;0.55;26.56;36;88215;
17;2024-12-12T09:20:54;10;10;10;10;85;85;85;85;0.55;26.6;36;88207;
18;2024-12-12T09:21:56;10;11;11;11;89;89;89;89;0.56;26.66;35;88212;
19;2024-12-12T09:22:58;11;11;11;11;90;90;90;90;0.54;26.7;36;88207;
20;2024-12-12T09:24:01;10;11;11;11;88;88;88;88;0.56;26.72;35;88210;
21;2024-12-12T09:25:03;10;10;10;10;86;86;86;86;0.57;26.74;35;88204;
22;2024-12-12T09:26:05;10;10;10;10;86;87;87;87;0.58;26.76;35;88210;
23;2024-12-12T09:27:07;10;11;11;11;88;88;88;88;0.55;26.77;35;88207;
24;2024-12-12T09:28:09;10;11;11;11;88;88;88;88;0.55;26.77;35;88201;
25;2024-12-12T09:29:11;10;10;10;10;88;88;88;88;0.55;26.82;35;88204;
26;2024-12-12T09:30:13;10;10;10;10;85;86;86;86;0.56;26.85;35;88206;
27;2024-12-12T09:31:16;11;11;11;11;90;90;90;90;0.57;26.87;35;88198;
28;2024-12-12T09:32:18;10;10;10;10;83;84;84;84;0.56;26.88;35;88205;
29;2024-12-12T09:33:20;9;9;9;9;79;79;79;79;0.57;26.89;35;88200;
30;2024-12-12T09:34:22;10;10;10;10;83;83;83;83;0.57;26.91;35;88201;
31;2024-12-12T09:35:24;10;10;10;10;85;85;85;85;0.55;26.94;35;88198;
32;2024-12-12T09:36:26;10;10;10;10;85;86;86;86;0.54;26.96;34;88200;
33;2024-12-12T09:37:29;10;10;10;10;82;82;82;82;0.56;26.98;35;88203;
34;2024-12-12T09:38:31;10;10;10;10;86;86;86;86;0.55;27.0;35;88200;
35;2024-12-12T09:39:33;10;10;10;10;85;85;85;85;0.54;27.03;35;88199;
36;2024-12-12T09:40:35;11;11;11;11;90;90;90;90;0.53;27.05;34;88196;
37;2024-12-12T09:41:37;10;10;10;10;82;82;82;82;0.53;27.06;34;88198;
38;2024-12-12T09:42:39;10;10;10;10;82;82;82;82;0.53;27.09;34;88202;
39;2024-12-12T09:43:42;9;10;10;10;81;81;81;81;0.55;27.11;34;88197;
40;2024-12-12T09:44:44;10;10;10;10;82;83;83;83;0.57;27.13;34;88193;
41;2024-12-12T09:45:46;10;11;11;11;88;88;88;88;0.58;27.15;34;88200;
42;2024-12-12T09:46:48;10;10;10;10;84;84;84;84;0.55;27.18;34;88193;
43;2024-12-12T09:47:50;10;10;10;10;86;87;87;87;0.55;27.21;34;88197;
44;2024-12-12T09:48:52;10;10;10;10;83;84;84;84;0.57;27.22;34;88193;
45;2024-12-12T09:49:55;10;10;10;10;84;84;84;84;0.57;27.27;34;88188;
46;2024-12-12T09:50:57;10;10;10;10;82;83;83;83;0.57;27.3;34;88192;
47;2024-12-12T09:51:59;10;11;11;11;88;88;88;88;0.58;27.31;34;88189;
48;2024-12-12T09:53:01;10;11;11;11;87;87;87;87;0.58;27.36;34;88185;
49;2024-12-12T09:54:03;10;11;11;11;87;88;88;88;0.58;27.37;34;88181;
50;2024-12-12T09:55:05;10;10;10;10;86;86;86;86;0.56;27.38;34;88182;
51;2024-12-12T09:56:07;11;11;11;11;90;90;90;90;0.55;27.39;34;88181;
52;2024-12-12T09:57:10;10;10;10;10;83;84;84;84;0.54;27.41;34;88178;
53;2024-12-12T09:58:12;10;10;10;10;84;84;84;84;0.56;27.43;34;88185;
54;2024-12-12T09:59:14;10;10;10;10;86;86;86;86;0.55;27.46;34;88180;
55;2024-12-12T10:00:16;10;10;10;10;84;84;84;84;0.56;27.47;34;88179;
56;2024-12-12T10:01:18;10;10;10;10;86;86;86;86;0.56;27.5;34;88171;
57;2024-12-12T10:02:20;10;10;10;10;87;87;87;87;0.56;27.52;34;88180;
58;2024-12-12T10:03:23;10;10;10;10;87;88;88;88;0.54;27.55;34;88178;
59;2024-12-12T10:04:25;10;11;11;11;88;88;88;88;0.54;27.55;34;88174;
60;2024-12-12T10:05:27;10;10;10;10;85;85;85;85;0.55;27.57;34;88177;
61;2024-12-12T10:06:29;11;11;11;11;90;91;91;91;0.54;27.56;34;88175;
62;2024-12-12T10:07:31;10;10;10;10;86;86;86;86;0.56;27.59;34;88174;
63;2024-12-12T10:08:33;10;11;11;11;87;87;87;87;0.58;27.6;34;88177;
64;2024-12-12T10:09:36;11;11;12;12;92;93;93;93;0.6;27.61;34;88174;
65;2024-12-12T10:10:38;12;12;12;13;99;99;99;99;0.6;27.65;33;88176;
66;2024-12-12T10:11:40;10;10;10;10;85;86;86;86;0.56;27.66;33;88176;
67;2024-12-12T10:12:42;11;11;11;11;90;90;90;90;0.56;27.68;33;88175;
68;2024-12-12T10:13:44;10;11;11;11;89;89;89;89;0.56;27.7;33;88177;
69;2024-12-12T10:14:46;10;11;11;11;89;90;90;90;0.56;27.75;33;88179;
70;2024-12-12T10:15:49;11;11;11;11;90;91;91;91;0.55;27.81;33;88177;
71;2024-12-12T10:16:51;10;11;11;11;88;88;88;88;0.56;27.85;33;88177;
72;2024-12-12T10:17:53;10;11;11;11;88;88;88;88;0.54;27.86;33;88176;
73;2024-12-12T10:18:55;11;11;11;11;92;92;92;92;0.53;27.87;33;88175;
74;2024-12-12T10:19:57;11;11;11;11;91;91;91;91;0.52;27.91;33;88175;
75;2024-12-12T10:20:59;10;10;10;10;87;88;88;88;0.54;27.96;33;88170;
76;2024-12-12T10:22:02;11;11;11;11;93;93;93;93;0.55;27.97;33;88174;
77;2024-12-12T10:23:04;10;10;10;10;87;87;87;87;0.55;27.98;33;88179;
78;2024-12-12T10:24:06;10;10;10;10;86;86;86;86;0.54;28.0;33;88176;
79;2024-12-12T10:25:08;11;11;11;11;93;93;93;93;0.53;28.01;33;88172;
80;2024-12-12T10:26:10;10;10;10;10;85;85;85;85;0.54;28.05;33;88178;
