counter;datetime;PM1;PM2_5;PM4;PM10;NumPM0;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure;meta
26066;2025-01-01T09:25:09;8;8;8;8;57;64;65;65;65;0.56;25.22;39;88356;
26067;2025-01-01T09:26:11;7;7;7;7;53;60;61;61;61;0.53;25.08;38;88360;
26068;2025-01-01T09:27:13;7;7;7;7;54;62;62;62;62;0.53;25.1;38;88363;
26069;2025-01-01T09:28:16;8;8;8;8;57;64;64;64;64;0.54;24.97;40;88361;
26070;2025-01-01T09:29:18;8;8;8;8;57;65;65;65;65;0.54;24.68;40;88363;
26071;2025-01-01T09:30:20;7;7;7;7;53;60;60;60;60;0.55;24.57;41;88349;
26072;2025-01-01T09:31:22;8;8;8;8;59;67;67;67;67;0.56;25.05;40;88357;
26073;2025-01-01T09:32:24;8;8;8;8;60;68;68;68;68;0.56;25.13;41;88356;
26074;2025-01-01T09:33:26;9;10;10;10;70;80;80;80;80;0.53;25.35;41;88363;
26075;2025-01-01T09:34:29;8;9;9;9;63;71;72;72;72;0.54;25.82;39;88361;
26076;2025-01-01T09:35:31;8;9;9;9;62;71;71;71;71;0.57;25.26;40;88359;
26077;2025-01-01T09:36:33;8;8;8;8;60;68;68;68;68;0.56;25.69;40;88360;
26078;2025-01-01T09:37:35;8;8;8;8;59;66;67;67;67;0.55;25.73;39;88357;
26079;2025-01-01T09:38:37;43;44;44;44;322;365;366;366;366;0.53;24.97;39;88354;
26080;2025-01-01T09:39:39;29;29;29;29;215;244;244;244;244;0.5;24.89;39;88353;
26081;2025-01-01T09:40:42;8;8;8;8;58;66;67;67;67;0.51;25.24;39;88345;
26082;2025-01-01T09:41:44;9;9;9;9;68;77;78;78;78;0.52;25.4;39;88345;
26083;2025-01-01T09:42:46;8;8;8;8;59;67;67;67;67;0.54;25.02;39;88347;
26084;2025-01-01T09:43:48;9;10;10;10;71;80;80;80;80;0.56;25.12;39;88344;
26085;2025-01-01T09:44:50;8;8;8;8;57;64;65;65;65;0.56;25.41;40;88337;
26086;2025-01-01T09:45:52;7;8;8;8;56;63;64;64;64;0.56;24.95;40;88340;
26087;2025-01-01T09:46:55;8;8;8;8;58;66;66;66;66;0.59;25.07;41;88353;
26088;2025-01-01T09:47:57;8;8;8;8;56;64;65;65;65;0.56;25.89;40;88344;
26089;2025-01-01T09:48:59;8;8;8;8;58;65;66;66;66;0.55;26.52;39;88345;
26090;2025-01-01T09:50:01;8;8;8;8;58;66;66;66;66;0.56;26.72;38;88335;
26091;2025-01-01T09:51:03;8;8;8;8;57;65;65;65;65;0.58;25.38;39;88340;
26092;2025-01-01T09:52:05;8;8;8;8;57;65;65;65;66;0.57;25.71;38;88341;
26093;2025-01-01T09:53:08;7;8;8;8;56;64;64;64;64;0.54;26.51;37;88338;
26094;2025-01-01T09:54:10;7;8;8;8;56;63;63;63;63;0.54;26.06;38;88330;
26095;2025-01-01T09:55:12;7;7;7;7;55;62;62;62;62;0.55;25.63;39;88345;
26096;2025-01-01T09:56:14;8;8;8;8;57;65;65;65;65;0.55;25.95;39;88338;
26097;2025-01-01T09:57:16;47;48;48;48;351;398;399;399;399;0.5;25.74;39;88339;
26098;2025-01-01T09:58:18;8;8;8;8;58;66;66;66;66;0.51;25.88;39;88342;
26099;2025-01-01T09:59:21;7;8;8;8;56;64;64;64;64;0.51;26.16;39;88341;
26100;2025-01-01T10:00:23;7;7;7;7;55;62;62;62;62;0.53;24.97;40;88328;
26101;2025-01-01T10:01:25;7;7;7;7;51;58;58;58;58;0.54;26.1;40;88338;
26102;2025-01-01T10:02:27;7;7;7;7;49;56;56;56;56;0.55;25.79;40;88341;
26103;2025-01-01T10:03:29;7;7;7;7;53;60;60;60;60;0.55;25.54;41;88338;
26104;2025-01-01T10:04:31;7;7;7;7;53;60;60;60;60;0.57;26.39;40;88338;
26105;2025-01-01T10:05:34;7;8;8;8;56;63;63;63;63;0.57;25.87;40;88339;
26106;2025-01-01T10:06:36;7;7;7;7;53;61;61;61;61;0.56;25.91;40;88336;
26107;2025-01-01T10:07:38;7;7;7;7;52;59;59;59;59;0.57;25.95;40;88331;
26108;2025-01-01T10:08:40;7;7;7;7;51;58;58;58;58;0.55;26.39;41;88337;
26109;2025-01-01T10:09:42;7;7;7;7;53;61;61;61;61;0.55;27.08;39;88337;
26110;2025-01-01T10:10:44;7;7;8;8;54;61;61;61;61;0.57;25.53;40;88339;
26111;2025-01-01T10:11:47;7;7;7;7;49;56;56;56;56;0.55;25.66;41;88333;
26112;2025-01-01T10:12:49;7;8;8;8;55;63;63;63;63;0.56;26.11;41;88337;
26113;2025-01-01T10:13:51;8;8;9;9;57;65;66;66;66;0.58;26.11;41;88329;
26114;2025-01-01T10:14:53;8;8;8;9;56;64;65;65;65;0.57;26.32;40;88334;
26115;2025-01-01T10:15:55;6;7;7;7;48;55;55;55;55;0.56;26.68;40;88329;
26116;2025-01-01T10:16:57;7;7;7;7;54;62;62;62;62;0.57;26.77;39;88326;
26117;2025-01-01T10:18:00;7;7;7;7;51;58;58;58;58;0.57;26.87;38;88324;
26118;2025-01-01T10:19:02;6;6;6;6;48;54;54;54;54;0.56;26.71;39;88328;
26119;2025-01-01T10:20:04;7;7;7;7;52;59;59;59;59;0.55;26.11;40;88323;
26120;2025-01-01T10:21:06;7;7;7;7;50;57;57;57;57;0.55;26.21;41;88324;
26121;2025-01-01T10:22:08;7;7;7;7;54;61;61;61;61;0.56;26.56;39;88327;
26122;2025-01-01T10:23:10;7;7;7;7;54;62;62;62;62;0.55;26.85;39;88323;
26123;2025-01-01T10:24:13;7;7;7;7;55;62;62;62;62;0.52;27.1;40;88328;
26124;2025-01-01T10:25:15;7;7;7;7;53;60;60;60;60;0.54;26.79;40;88318;
26125;2025-01-01T10:26:17;7;7;7;7;50;57;57;57;57;0.54;26.72;38;88319;
26126;2025-01-01T10:27:19;7;7;7;7;51;58;58;58;58;0.56;26.83;39;88317;
26127;2025-01-01T10:28:21;7;7;7;7;50;57;57;57;57;0.58;25.87;41;88309;
26128;2025-01-01T10:29:23;6;7;7;7;48;55;55;55;55;0.57;26.6;40;88318;
26129;2025-01-01T10:30:26;7;7;7;7;50;58;58;58;58;0.57;26.02;41;88324;
26130;2025-01-01T10:31:28;7;7;7;7;50;57;57;57;57;0.56;26.64;41;88307;
26131;2025-01-01T10:32:30;6;6;6;6;46;52;52;52;52;0.55;25.99;41;88308;
26132;2025-01-01T10:33:32;7;7;7;7;50;56;56;56;56;0.55;26.62;39;88316;
26133;2025-01-01T10:34:34;6;6;6;6;45;51;51;51;51;0.55;26.62;40;88308;
26134;2025-01-01T10:35:36;6;6;6;6;45;51;51;51;51;0.57;26.55;40;88304;
26135;2025-01-01T10:36:39;7;7;7;7;50;56;57;57;57;0.58;26.57;41;88314;
26136;2025-01-01T10:37:41;6;7;7;7;49;55;55;55;55;0.57;26.82;38;88308;
26137;2025-01-01T10:38:43;6;7;7;7;48;54;55;55;55;0.6;26.8;38;88309;
26138;2025-01-01T10:39:45;6;6;7;7;46;52;53;53;53;0.61;27.43;38;88306;
26139;2025-01-01T10:40:47;7;7;7;7;49;56;56;56;56;0.58;27.66;39;88298;
26140;2025-01-01T10:41:49;7;7;7;7;52;60;60;60;60;0.57;27.7;39;88300;
26141;2025-01-01T10:42:52;7;7;7;7;53;60;61;61;61;0.54;27.09;37;88300;
26142;2025-01-01T10:43:54;6;6;6;6;46;52;52;52;52;0.56;26.87;40;88294;
26143;2025-01-01T10:44:56;8;8;8;8;56;64;64;64;64;0.58;27.04;39;88298;
26144;2025-01-01T10:45:58;6;7;7;7;46;53;53;53;53;0.58;27.45;37;88301;
26145;2025-01-01T10:47:00;7;7;7;7;50;57;58;58;58;0.59;27.17;37;88301;
26146;2025-01-01T10:48:02;6;7;7;7;48;55;55;55;55;0.56;27.46;38;88294;
26147;2025-01-01T10:49:05;7;7;7;7;50;56;57;57;57;0.55;27.65;37;88286;
26148;2025-01-01T10:50:07;7;7;7;7;50;56;56;56;56;0.55;27.1;37;88285;
26149;2025-01-01T10:51:09;6;7;7;7;48;55;55;55;55;0.56;26.65;38;88285;
26150;2025-01-01T10:52:11;7;7;7;7;50;57;57;57;57;0.53;27.2;38;88291;
26151;2025-01-01T10:53:13;7;7;7;7;54;61;61;61;61;0.55;27.57;37;88288;
26152;2025-01-01T10:54:15;7;7;8;8;53;60;60;60;60;0.57;27.35;38;88268;
26153;2025-01-01T10:55:18;5;6;6;6;40;46;46;46;46;0.58;27.16;38;88266;
26154;2025-01-01T10:56:20;6;7;7;7;47;54;54;54;54;0.57;27.36;37;88277;
26155;2025-01-01T10:57:22;6;6;6;6;48;54;54;54;54;0.56;28.41;36;88278;
26156;2025-01-01T10:58:24;6;7;7;7;48;54;55;55;55;0.55;28.02;36;88283;
26157;2025-01-01T10:59:26;6;6;6;6;48;54;54;54;54;0.55;28.05;36;88266;
26158;2025-01-01T11:00:28;7;7;7;7;50;56;57;57;57;0.53;27.68;37;88271;
26159;2025-01-01T11:01:31;6;6;6;6;48;54;54;54;54;0.56;27.94;36;88269;
26160;2025-01-01T11:02:33;7;7;7;7;49;56;56;56;56;0.56;27.61;36;88259;
26161;2025-01-01T11:03:35;7;7;7;7;49;56;56;56;56;0.56;27.87;37;88267;
26162;2025-01-01T11:04:37;6;6;6;6;46;53;53;53;53;0.55;28.16;37;88258;
26163;2025-01-01T11:05:39;7;7;7;7;51;58;58;58;58;0.54;27.88;35;88258;
26164;2025-01-01T11:06:42;7;7;7;7;54;62;62;62;62;0.54;28.41;35;88253;
26165;2025-01-01T11:07:44;7;7;7;7;51;58;58;58;58;0.54;27.95;36;88245;
26166;2025-01-01T11:08:46;7;7;7;7;51;58;59;59;59;0.56;27.15;37;88248;
26167;2025-01-01T11:09:48;6;6;6;6;44;50;50;50;50;0.56;27.64;36;88247;
26168;2025-01-01T11:10:50;6;7;7;7;48;55;55;55;55;0.58;28.2;35;88237;
26169;2025-01-01T11:11:52;7;7;8;8;52;59;60;60;60;0.6;27.94;35;88239;
26170;2025-01-01T11:12:55;6;6;6;6;42;48;48;48;48;0.6;27.3;36;88241;
26171;2025-01-01T11:13:57;6;7;7;7;47;53;54;54;54;0.62;28.31;36;88242;
26172;2025-01-01T11:14:59;6;7;7;7;46;53;53;53;53;0.62;27.37;36;88241;
26173;2025-01-01T11:16:01;6;6;6;6;43;50;50;50;50;0.61;27.64;36;88241;
26174;2025-01-01T11:17:03;6;6;6;6;45;51;52;52;52;0.56;27.21;37;88241;
26175;2025-01-01T11:18:05;6;6;6;6;47;54;54;54;54;0.57;27.06;37;88225;
26176;2025-01-01T11:19:08;6;6;6;7;47;53;53;53;53;0.57;27.81;35;88218;
26177;2025-01-01T11:20:10;6;6;6;6;47;53;53;53;53;0.58;27.93;35;88232;
26178;2025-01-01T11:21:12;6;6;6;6;44;50;51;51;51;0.59;27.84;36;88230;
26179;2025-01-01T11:22:14;6;6;6;6;45;51;51;52;52;0.59;27.23;36;88230;
26180;2025-01-01T11:23:16;6;6;7;7;46;52;52;52;52;0.58;27.91;36;88229;
26181;2025-01-01T11:24:18;6;6;6;6;47;53;53;53;53;0.57;28.27;35;88233;
26182;2025-01-01T11:25:20;8;8;9;9;60;68;68;68;68;0.58;28.42;35;88229;
26183;2025-01-01T11:26:23;6;7;7;7;46;53;54;54;54;0.6;28.2;35;88226;
26184;2025-01-01T11:27:25;6;6;7;7;45;52;52;52;52;0.6;28.1;35;88216;
26185;2025-01-01T11:28:27;9;9;10;10;64;74;74;74;74;0.6;28.05;35;88219;
26186;2025-01-01T11:29:29;8;9;9;9;56;65;66;66;66;0.62;28.38;34;88221;
26187;2025-01-01T11:30:31;6;7;7;7;47;54;55;55;55;0.58;28.61;34;88215;
26188;2025-01-01T11:31:34;7;7;7;7;50;57;57;57;57;0.6;28.84;33;88217;
26189;2025-01-01T11:32:36;7;7;7;8;50;58;58;58;58;0.6;28.63;34;88209;
26190;2025-01-01T11:33:38;6;7;7;7;47;54;54;54;54;0.58;29.12;35;88202;
26191;2025-01-01T11:34:40;6;7;7;7;47;54;54;54;54;0.6;27.97;35;88205;
26192;2025-01-01T11:35:42;6;6;7;7;45;52;52;52;52;0.58;27.65;35;88204;
26193;2025-01-01T11:36:44;6;6;6;6;45;51;51;51;51;0.59;27.65;35;88207;
26194;2025-01-01T11:37:47;6;6;6;6;44;50;50;50;50;0.56;28.62;34;88202;
26195;2025-01-01T11:38:49;7;7;7;7;49;55;56;56;56;0.54;28.81;33;88202;
26196;2025-01-01T11:39:51;6;7;7;7;48;55;55;55;55;0.53;27.87;33;88197;
26197;2025-01-01T11:40:53;6;6;6;6;45;51;51;51;51;0.54;28.6;34;88200;
26198;2025-01-01T11:41:55;6;6;6;6;41;47;47;47;47;0.57;28.65;34;88201;
26199;2025-01-01T11:42:57;6;6;6;6;47;53;54;54;54;0.56;28.38;33;88193;
26200;2025-01-01T11:44:00;6;6;6;6;45;51;51;51;51;0.55;28.57;33;88187;
26201;2025-01-01T11:45:02;209;214;214;214;1569;1781;1785;1785;1785;0.54;27.64;34;88181;
26202;2025-01-01T11:46:04;13;13;13;13;99;113;113;113;113;0.49;28.34;34;88188;
26203;2025-01-01T11:47:06;9;9;9;9;66;74;75;75;75;0.48;28.93;34;88189;
26204;2025-01-01T11:48:08;7;7;7;7;49;55;56;56;56;0.49;28.35;35;88192;
26205;2025-01-01T11:49:10;6;6;6;6;46;53;53;53;53;0.51;28.09;34;88175;
26206;2025-01-01T11:50:13;6;7;7;7;49;55;55;55;55;0.55;27.78;34;88181;
26207;2025-01-01T11:51:15;6;6;6;6;47;53;53;53;53;0.53;28.33;35;88171;
26208;2025-01-01T11:52:17;6;6;6;6;45;51;51;51;51;0.55;28.22;34;88180;
26209;2025-01-01T11:53:19;6;6;6;6;43;49;49;49;49;0.56;28.84;34;88173;
26210;2025-01-01T11:54:21;7;7;7;7;49;56;56;56;56;0.57;28.91;34;88167;
26211;2025-01-01T11:55:23;8;8;8;8;61;70;70;70;70;0.57;28.0;34;88168;
26212;2025-01-01T11:56:26;6;7;7;7;48;54;54;54;54;0.56;28.78;33;88165;
26213;2025-01-01T11:57:28;6;6;6;6;47;54;54;54;54;0.56;28.27;33;88165;
26214;2025-01-01T11:58:30;6;6;6;6;43;49;50;50;50;0.57;28.82;34;88168;
26215;2025-01-01T11:59:32;6;7;7;7;48;55;55;55;55;0.59;28.46;34;88169;
26216;2025-01-01T12:00:34;7;7;7;7;51;58;58;58;58;0.57;28.99;34;88156;
26217;2025-01-01T12:01:36;6;6;6;6;46;52;52;52;52;0.57;28.16;35;88152;
26218;2025-01-01T12:02:39;6;6;6;6;45;51;51;51;51;0.58;28.16;34;88152;
26219;2025-01-01T12:03:41;7;8;8;8;53;60;61;61;61;0.59;29.09;35;88165;
26220;2025-01-01T12:04:43;6;7;8;8;47;54;55;55;55;0.59;28.25;35;88154;
26221;2025-01-01T12:05:45;6;7;8;8;47;54;55;55;55;0.58;29.04;34;88155;
26222;2025-01-01T12:06:47;7;8;8;8;51;59;59;59;59;0.58;29.05;34;88156;
26223;2025-01-01T12:07:49;6;6;6;7;45;52;52;52;52;0.57;28.77;35;88147;
26224;2025-01-01T12:08:52;6;6;6;6;46;52;52;52;52;0.56;28.48;34;88151;
26225;2025-01-01T12:09:54;7;7;7;7;51;58;58;58;58;0.55;28.09;35;88138;
26226;2025-01-01T12:10:56;6;6;6;6;46;52;52;52;52;0.54;28.71;35;88147;
26227;2025-01-01T12:11:58;19;19;19;19;143;162;162;162;162;0.48;28.72;34;88151;
26228;2025-01-01T12:13:00;6;6;6;6;46;52;52;52;52;0.49;29.09;33;88151;
26229;2025-01-01T12:14:03;6;6;6;6;46;52;52;52;52;0.51;28.85;33;88147;
26230;2025-01-01T12:15:05;6;6;6;6;47;53;53;53;53;0.53;28.45;34;88143;
26231;2025-01-01T12:16:07;6;6;6;6;46;52;52;52;52;0.55;29.0;32;88138;
26232;2025-01-01T12:17:09;6;6;7;7;47;53;54;54;54;0.57;28.58;33;88137;
26233;2025-01-01T12:18:11;7;7;7;7;50;57;57;57;57;0.58;29.26;33;88142;
26234;2025-01-01T12:19:13;6;6;6;6;45;52;52;52;52;0.58;28.63;34;88127;
26235;2025-01-01T12:20:16;6;6;6;6;43;50;50;50;50;0.57;27.82;35;88130;
26236;2025-01-01T12:21:18;6;6;6;6;43;48;49;49;49;0.58;29.27;30;88129;
26237;2025-01-01T12:22:20;5;6;6;6;40;45;46;46;46;0.56;29.37;31;88122;
26238;2025-01-01T12:23:22;6;6;6;6;46;52;52;52;52;0.55;29.36;34;88126;
26239;2025-01-01T12:24:24;6;6;6;6;47;53;53;53;53;0.55;29.29;33;88129;
26240;2025-01-01T12:25:26;6;7;7;7;48;55;55;55;55;0.54;29.75;33;88121;
26241;2025-01-01T12:26:29;7;7;7;7;49;56;56;56;56;0.53;29.79;32;88121;
26242;2025-01-01T12:27:31;6;6;6;6;46;52;52;52;52;0.54;29.73;32;88122;
26243;2025-01-01T12:28:33;6;6;6;6;47;54;54;54;54;0.56;29.3;32;88123;
26244;2025-01-01T12:29:35;6;6;6;6;42;47;48;48;48;0.57;28.88;34;88122;
26245;2025-01-01T12:30:37;6;6;6;6;42;48;48;48;48;0.57;29.78;33;88119;
26246;2025-01-01T12:31:39;6;6;6;6;44;50;50;50;50;0.55;30.21;30;88113;
26247;2025-01-01T12:32:42;6;6;6;6;48;54;54;54;54;0.55;30.08;31;88114;
26248;2025-01-01T12:33:44;6;6;6;6;44;50;50;50;50;0.56;29.72;31;88111;
26249;2025-01-01T12:34:46;7;7;7;7;53;61;61;61;61;0.58;30.13;29;88110;
26250;2025-01-01T12:35:48;6;6;6;6;45;51;51;51;51;0.58;30.16;29;88109;
26251;2025-01-01T12:36:50;7;7;7;7;52;59;59;59;59;0.58;29.85;30;88104;
26252;2025-01-01T12:37:52;7;7;7;7;51;59;59;59;59;0.58;29.9;31;88108;
26253;2025-01-01T12:38:55;7;7;7;7;51;58;58;58;58;0.58;28.89;30;88096;
26254;2025-01-01T12:39:57;6;6;6;6;42;48;48;48;48;0.56;29.71;31;88098;
26255;2025-01-01T12:40:59;6;6;6;6;44;50;50;50;50;0.59;29.25;29;88094;
26256;2025-01-01T12:42:01;6;6;6;6;44;50;51;51;51;0.58;29.27;30;88096;
26257;2025-01-01T12:43:03;6;6;6;6;46;52;52;52;52;0.58;29.13;31;88094;
26258;2025-01-01T12:44:05;6;6;6;6;43;49;50;50;50;0.56;29.02;30;88094;
26259;2025-01-01T12:45:08;6;6;6;6;44;50;50;50;50;0.56;29.08;29;88086;
26260;2025-01-01T12:46:10;6;6;6;6;47;53;53;53;53;0.55;29.97;28;88079;
26261;2025-01-01T12:47:12;6;6;6;6;44;50;50;50;50;0.55;28.95;27;88080;
26262;2025-01-01T12:48:14;5;5;5;5;38;43;43;43;43;0.55;28.85;28;88074;
26263;2025-01-01T12:49:16;6;6;7;7;44;50;51;51;51;0.58;29.02;26;88079;
26264;2025-01-01T12:50:18;6;6;6;6;43;49;49;49;49;0.55;29.09;27;88072;
26265;2025-01-01T12:51:21;11;11;11;11;84;96;96;96;96;0.52;29.5;28;88071;
26266;2025-01-01T12:52:23;6;6;6;6;47;53;53;53;53;0.51;29.49;28;88062;
26267;2025-01-01T12:53:25;6;6;6;6;43;49;49;49;49;0.54;30.25;25;88059;
26268;2025-01-01T12:54:27;5;5;5;5;40;45;46;46;46;0.56;30.8;24;88063;
26269;2025-01-01T12:55:29;5;5;5;5;39;44;44;44;44;0.57;30.79;24;88056;
26270;2025-01-01T12:56:31;6;6;6;6;42;48;48;48;48;0.54;30.22;26;88062;
26271;2025-01-01T12:57:34;5;5;5;5;40;45;46;46;46;0.55;29.73;27;88052;
26272;2025-01-01T12:58:36;6;6;6;6;42;47;47;47;47;0.56;30.29;26;88048;
26273;2025-01-01T12:59:38;5;5;5;5;40;45;46;46;46;0.55;30.21;26;88048;
26274;2025-01-01T13:00:40;5;5;5;5;38;43;43;43;43;0.55;30.53;26;88042;
26275;2025-01-01T13:01:42;6;6;6;6;44;50;50;50;50;0.58;29.58;25;88040;
26276;2025-01-01T13:02:45;5;6;6;6;40;46;46;46;46;0.57;29.66;24;88045;
26277;2025-01-01T13:03:47;6;6;6;6;44;50;50;50;50;0.57;29.4;27;88047;
26278;2025-01-01T13:04:49;6;6;6;6;42;48;48;48;48;0.58;29.71;24;88038;
26279;2025-01-01T13:05:51;6;6;6;6;42;48;48;48;48;0.57;29.27;26;88040;
26280;2025-01-01T13:06:53;6;6;6;6;42;48;48;48;48;0.55;28.89;26;88030;
26281;2025-01-01T13:07:55;5;5;5;5;40;46;46;46;46;0.53;29.43;26;88034;
26282;2025-01-01T13:08:58;6;6;6;6;43;48;48;48;48;0.56;29.14;24;88035;
26283;2025-01-01T13:10:00;5;5;5;5;37;42;42;42;42;0.55;29.49;23;88034;
26284;2025-01-01T13:11:02;6;6;6;6;42;48;48;48;48;0.55;29.82;24;88029;
26285;2025-01-01T13:12:04;6;6;6;6;42;48;48;48;48;0.55;30.32;23;88027;
26286;2025-01-01T13:13:06;5;5;5;5;40;45;45;45;45;0.56;29.6;21;88033;
26287;2025-01-01T13:14:08;5;6;6;6;41;46;46;46;46;0.56;29.92;24;88028;
26288;2025-01-01T13:15:11;5;6;6;6;41;46;47;47;47;0.58;30.25;26;88026;
26289;2025-01-01T13:16:13;5;6;6;6;40;46;46;46;46;0.58;30.6;25;88031;
26290;2025-01-01T13:17:15;5;6;6;6;40;46;46;46;46;0.59;29.5;20;88025;
26291;2025-01-01T13:18:17;5;5;5;5;39;44;44;44;44;0.57;30.36;22;88024;
26292;2025-01-01T13:19:19;6;6;6;6;42;48;48;48;48;0.57;29.23;21;88020;
26293;2025-01-01T13:20:21;6;6;6;6;41;47;47;47;47;0.56;29.37;21;88021;
26294;2025-01-01T13:21:24;5;6;6;6;41;46;47;47;47;0.56;29.03;23;88030;
26295;2025-01-01T13:22:26;5;5;5;5;38;43;43;43;43;0.56;28.7;21;88023;
26296;2025-01-01T13:23:28;5;6;6;6;41;46;47;47;47;0.56;29.32;22;88017;
26297;2025-01-01T13:24:30;6;7;7;7;47;54;54;54;54;0.57;29.77;23;88021;
26298;2025-01-01T13:25:32;5;5;5;5;40;46;46;46;46;0.54;30.0;23;88013;
26299;2025-01-01T13:26:34;6;6;6;6;43;49;49;49;49;0.53;30.36;21;88014;
26300;2025-01-01T13:27:37;6;6;6;6;42;48;48;48;48;0.55;30.07;22;88012;
26301;2025-01-01T13:28:39;6;6;6;6;44;50;51;51;51;0.53;30.05;21;88007;
26302;2025-01-01T13:29:41;6;7;7;7;49;55;55;55;55;0.53;29.75;22;88011;
26303;2025-01-01T13:30:43;6;6;6;6;43;49;49;49;49;0.52;28.92;21;88010;
26304;2025-01-01T13:31:45;6;6;6;6;43;49;49;49;49;0.51;29.99;22;88006;
26305;2025-01-01T13:32:47;6;6;6;6;44;50;50;50;50;0.5;30.38;23;88010;
26306;2025-01-01T13:33:50;6;6;6;6;43;49;49;49;49;0.5;30.03;21;88003;
26307;2025-01-01T13:34:52;6;6;6;6;43;48;49;49;49;0.51;29.48;21;88011;
26308;2025-01-01T13:35:54;6;6;6;6;48;54;54;54;54;0.51;29.67;20;88005;
26309;2025-01-01T13:36:56;6;6;6;6;46;53;53;53;53;0.53;29.33;22;88007;
26310;2025-01-01T13:37:58;6;6;6;6;47;53;53;53;53;0.54;29.7;21;88001;
26311;2025-01-01T13:39:00;6;6;6;6;47;54;54;54;54;0.55;29.39;24;88000;
26312;2025-01-01T13:40:03;6;6;6;6;47;53;53;53;53;0.57;29.8;23;88002;
26313;2025-01-01T13:41:05;6;7;7;7;48;55;55;55;55;0.59;30.21;23;88001;
26314;2025-01-01T13:42:07;6;7;7;7;48;55;55;55;55;0.54;30.37;21;87995;
26315;2025-01-01T13:43:09;6;7;7;7;48;55;55;55;55;0.54;30.67;22;87996;
26316;2025-01-01T13:44:11;7;8;8;8;56;63;63;63;63;0.53;29.35;22;87994;
26317;2025-01-01T13:45:13;6;6;6;6;45;51;52;52;52;0.55;29.23;21;87988;
26318;2025-01-01T13:46:16;7;7;7;7;50;57;57;57;57;0.55;30.2;21;87992;
26319;2025-01-01T13:47:18;7;7;7;7;54;62;62;62;62;0.54;30.57;21;87988;
26320;2025-01-01T13:48:20;7;7;7;7;53;61;61;61;61;0.59;30.64;21;87984;
26321;2025-01-01T13:49:22;6;7;7;7;47;54;54;54;54;0.59;30.54;21;87984;
26322;2025-01-01T13:50:24;6;6;6;6;46;53;53;53;53;0.56;30.23;20;87987;
26323;2025-01-01T13:51:27;6;6;6;6;45;51;51;51;51;0.55;30.16;20;87980;
26324;2025-01-01T13:52:29;6;6;6;6;43;49;49;49;49;0.54;30.63;23;87986;
26325;2025-01-01T13:53:31;6;6;6;6;42;48;48;48;48;0.53;30.83;21;87985;
26326;2025-01-01T13:54:33;6;6;6;6;42;48;48;48;48;0.53;29.94;22;87977;
26327;2025-01-01T13:55:35;6;6;6;6;44;50;50;50;50;0.53;30.45;22;87980;
26328;2025-01-01T13:56:37;5;6;6;6;41;47;47;47;47;0.54;29.95;23;87973;
26329;2025-01-01T13:57:40;6;6;6;6;45;51;51;51;51;0.56;30.7;23;87979;
26330;2025-01-01T13:58:42;6;6;6;6;45;51;51;51;51;0.57;30.94;22;87969;
26331;2025-01-01T13:59:44;6;6;6;6;45;51;51;51;51;0.58;30.11;21;87965;
26332;2025-01-01T14:00:46;6;6;6;6;42;47;48;48;48;0.6;29.96;23;87968;
26333;2025-01-01T14:01:48;5;6;6;6;41;46;47;47;47;0.6;30.58;22;87968;
26334;2025-01-01T14:02:50;6;7;7;7;46;53;53;53;53;0.58;30.76;22;87968;
26335;2025-01-01T14:03:53;6;6;6;6;43;49;49;49;49;0.58;30.15;22;87965;
26336;2025-01-01T14:04:55;6;6;7;7;44;51;51;52;52;0.57;29.8;22;87961;
26337;2025-01-01T14:05:57;6;6;6;6;41;47;47;47;47;0.56;29.04;22;87961;
26338;2025-01-01T14:06:59;5;6;6;6;41;46;46;46;46;0.56;29.3;22;87959;
26339;2025-01-01T14:08:01;6;6;6;6;42;47;47;47;47;0.56;30.34;22;87959;
26340;2025-01-01T14:09:03;6;6;6;6;42;48;48;48;48;0.57;29.97;22;87964;
26341;2025-01-01T14:10:06;6;6;6;6;46;52;52;52;52;0.57;30.41;23;87955;
26342;2025-01-01T14:11:08;6;6;6;6;43;48;49;49;49;0.57;30.58;22;87959;
26343;2025-01-01T14:12:10;6;6;7;7;46;52;52;52;52;0.57;30.45;21;87957;
26344;2025-01-01T14:13:12;6;7;7;7;48;55;55;55;55;0.57;30.84;22;87952;
26345;2025-01-01T14:14:14;10;11;11;11;77;87;88;88;88;0.55;30.38;22;87953;
26346;2025-01-01T14:15:17;6;6;6;6;46;52;52;52;52;0.56;30.31;22;87960;
26347;2025-01-01T14:16:19;5;5;5;5;38;43;43;43;43;0.55;30.08;21;87947;
26348;2025-01-01T14:17:21;5;5;5;5;37;42;42;42;42;0.56;29.89;21;87948;
26349;2025-01-01T14:18:23;6;6;6;6;43;49;49;49;49;0.56;30.56;22;87951;
26350;2025-01-01T14:19:25;6;6;6;6;44;50;50;50;50;0.56;29.92;21;87942;
26351;2025-01-01T14:20:27;5;5;5;5;38;43;43;43;43;0.56;29.8;22;87947;
26352;2025-01-01T14:21:30;16;16;16;16;117;132;133;133;133;0.56;30.31;22;87949;
26353;2025-01-01T14:22:32;9;10;10;10;71;80;81;81;81;0.55;30.72;22;87938;
26354;2025-01-01T14:23:34;6;6;7;7;43;49;50;50;50;0.57;30.91;21;87943;
